State,Area name,First Word of Each County,Abbreviation,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Oregon,Crook ,Crook,OregonCrook,33.3,19.8
Oregon,Curry ,Curry,OregonCurry,27.4,24.6
Oregon,Deschutes ,Deschutes,OregonDeschutes,21.8,35.4
Oregon,Douglas ,Douglas,OregonDouglas,32.3,17.3
Oregon,Gilliam ,Gilliam,OregonGilliam,30.5,17.4
Oregon,Grant ,Grant,OregonGrant,36,18.9
Oregon,Harney ,Harney,OregonHarney,36.6,18.4
Oregon,Hood River ,Hood,OregonHood,21.8,32
Oregon,Jackson ,Jackson,OregonJackson,26.1,27.8
Oregon,Jefferson ,Jefferson,OregonJefferson,30.7,19.4
Oregon,Josephine ,Josephine,OregonJosephine,31,17.5
Oregon,Klamath ,Klamath,OregonKlamath,31,20
Oregon,Lake ,Lake,OregonLake,34.5,16.4
Oregon,Lane ,Lane,OregonLane,23.2,30.5
Oregon,Lincoln ,Lincoln,OregonLincoln,27.3,24.9
Oregon,Linn ,Linn,OregonLinn,29,19.3
Oregon,Malheur ,Malheur,OregonMalheur,31.4,13.7
Oregon,Marion ,Marion,OregonMarion,26.6,23.5
Oregon,Morrow ,Morrow,OregonMorrow,33.1,9
Oregon,Multnomah ,Multnomah,OregonMultnomah,17,45.9
Oregon,Polk ,Polk,OregonPolk,23.5,31
Oregon,Sherman ,Sherman,OregonSherman,31.9,17.3
Oregon,Tillamook ,Tillamook,OregonTillamook,28.7,21.8
Oregon,Umatilla ,Umatilla,OregonUmatilla,28.5,17.2
Oregon,Union ,Union,OregonUnion,32.2,24.5
Oregon,Wallowa ,Wallowa,OregonWallowa,28.6,26.4
Oregon,Wasco ,Wasco,OregonWasco,29.1,19.6
Oregon,Washington ,Washington,OregonWashington,17.4,44.4
Oregon,Wheeler ,Wheeler,OregonWheeler,37.1,14.9
Oregon,Yamhill ,Yamhill,OregonYamhill,24.6,26.9
Pennsylvania,Pennsylvania,Pennsylvania,PennsylvaniaPennsylvania,34.7,31.4
Pennsylvania,Adams ,Adams,PennsylvaniaAdams,39.9,22.3
Pennsylvania,Allegheny ,Allegheny,PennsylvaniaAllegheny,27,41.6
Pennsylvania,Armstrong ,Armstrong,PennsylvaniaArmstrong,49,16.7
Pennsylvania,Beaver ,Beaver,PennsylvaniaBeaver,36.8,24.7
Pennsylvania,Bedford ,Bedford,PennsylvaniaBedford,51.3,14.7
Pennsylvania,Berks ,Berks,PennsylvaniaBerks,36.7,24.9
Pennsylvania,Blair ,Blair,PennsylvaniaBlair,45,21.3
Pennsylvania,Bradford ,Bradford,PennsylvaniaBradford,47,18.7
Pennsylvania,Bucks ,Bucks,PennsylvaniaBucks,28.2,41.3
Pennsylvania,Butler ,Butler,PennsylvaniaButler,32.7,36
Pennsylvania,Cambria ,Cambria,PennsylvaniaCambria,45.4,21.1
Pennsylvania,Cameron ,Cameron,PennsylvaniaCameron,48.3,13.7
Pennsylvania,Carbon ,Carbon,PennsylvaniaCarbon,45.3,17.9
Pennsylvania,Centre ,Centre,PennsylvaniaCentre,29.4,45.5
Pennsylvania,Chester ,Chester,PennsylvaniaChester,20.8,53
Pennsylvania,Clarion ,Clarion,PennsylvaniaClarion,46.5,22.1
Pennsylvania,Clearfield ,Clearfield,PennsylvaniaClearfield,49.5,15.1
Pennsylvania,Clinton ,Clinton,PennsylvaniaClinton,45.5,19.5
Pennsylvania,Columbia ,Columbia,PennsylvaniaColumbia,43,22.9
Pennsylvania,Crawford ,Crawford,PennsylvaniaCrawford,45.8,21.1
Pennsylvania,Cumberland ,Cumberland,PennsylvaniaCumberland,32,36.6
Pennsylvania,Dauphin ,Dauphin,PennsylvaniaDauphin,33.2,30.8
Pennsylvania,Delaware ,Delaware,PennsylvaniaDelaware,30.2,39
Pennsylvania,Elk ,Elk,PennsylvaniaElk,48,19.6
Pennsylvania,Erie ,Erie,PennsylvaniaErie,38.5,27.9
Pennsylvania,Fayette ,Fayette,PennsylvaniaFayette,48,17.3
Pennsylvania,Forest ,Forest,PennsylvaniaForest,57.4,8.1
Pennsylvania,Franklin ,Franklin,PennsylvaniaFranklin,43.1,21.6
Pennsylvania,Fulton ,Fulton,PennsylvaniaFulton,52.2,13.6
Pennsylvania,Greene ,Greene,PennsylvaniaGreene,46,17.6
Pennsylvania,Huntingdon ,Huntingdon,PennsylvaniaHuntingdon,48.8,17.4
Pennsylvania,Indiana ,Indiana,PennsylvaniaIndiana,43.2,23
Pennsylvania,Jefferson ,Jefferson,PennsylvaniaJefferson,51.1,15.9
Pennsylvania,Juniata ,Juniata,PennsylvaniaJuniata,48.8,14.5
Pennsylvania,Lackawanna ,Lackawanna,PennsylvaniaLackawanna,36.9,28.3
Pennsylvania,Lancaster ,Lancaster,PennsylvaniaLancaster,35.3,27.3
Pennsylvania,Lawrence ,Lawrence,PennsylvaniaLawrence,43.3,22.1
Pennsylvania,Lebanon ,Lebanon,PennsylvaniaLebanon,44,20.7
Pennsylvania,Lehigh ,Lehigh,PennsylvaniaLehigh,32.9,29.9
Pennsylvania,Luzerne ,Luzerne,PennsylvaniaLuzerne,39,22.9
Pennsylvania,Lycoming ,Lycoming,PennsylvaniaLycoming,38.9,23.4
Pennsylvania,McKean ,McKean,PennsylvaniaMcKean,47.5,18.9
Pennsylvania,Mercer ,Mercer,PennsylvaniaMercer,43,22.8
Pennsylvania,Mifflin ,Mifflin,PennsylvaniaMifflin,51.8,11.9
Pennsylvania,Monroe ,Monroe,PennsylvaniaMonroe,35.1,24.7
Pennsylvania,Montgomery ,Montgomery,PennsylvaniaMontgomery,23.6,49.3
Pennsylvania,Montour ,Montour,PennsylvaniaMontour,40.1,31.6
Pennsylvania,Northampton ,Northampton,PennsylvaniaNorthampton,34.5,30.3
Pennsylvania,Northumberland ,Northumberland,PennsylvaniaNorthumberland,49.8,16.6
Pennsylvania,Perry ,Perry,PennsylvaniaPerry,47.4,16.7
Pennsylvania,Philadelphia ,Philadelphia,PennsylvaniaPhiladelphia,32.6,29.7
Pennsylvania,Pike ,Pike,PennsylvaniaPike,34.3,26.8
Pennsylvania,Potter ,Potter,PennsylvaniaPotter,47,15.4
Pennsylvania,Schuylkill ,Schuylkill,PennsylvaniaSchuylkill,46.6,16.6
Pennsylvania,Snyder ,Snyder,PennsylvaniaSnyder,45.6,19.8
Pennsylvania,Somerset ,Somerset,PennsylvaniaSomerset,49.8,15.9
Pennsylvania,Sullivan ,Sullivan,PennsylvaniaSullivan,47.7,17.2
Pennsylvania,Susquehanna ,Susquehanna,PennsylvaniaSusquehanna,45,18.6
Pennsylvania,Tioga ,Tioga,PennsylvaniaTioga,45.3,19.1
Pennsylvania,Union ,Union,PennsylvaniaUnion,39,26
Pennsylvania,Venango ,Venango,PennsylvaniaVenango,48,18.7
Pennsylvania,Warren ,Warren,PennsylvaniaWarren,45.4,19.5
Pennsylvania,Washington ,Washington,PennsylvaniaWashington,37.3,30
Pennsylvania,Wayne ,Wayne,PennsylvaniaWayne,42.9,20.4
Pennsylvania,Westmoreland ,Westmoreland,PennsylvaniaWestmoreland,36.9,29.1
Pennsylvania,Wyoming ,Wyoming,PennsylvaniaWyoming,46.4,19.6
Pennsylvania,York ,York,PennsylvaniaYork,39.6,24.9
Rhode Island,Rhode Island,Rhode,Rhode IslandRhode,28.3,34.2
Rhode Island,Bristol ,Bristol,Rhode IslandBristol,19.4,49
Rhode Island,Kent ,Kent,Rhode IslandKent,28,33.3
Rhode Island,Newport ,Newport,Rhode IslandNewport,22.1,48.1
Rhode Island,Providence ,Providence,Rhode IslandProvidence,31,29
Rhode Island,Washington ,Washington,Rhode IslandWashington,22.8,46.1
South Carolina,South Carolina,South,South CarolinaSouth,29.1,28.1
South Carolina,Abbeville ,Abbeville,South CarolinaAbbeville,34,15.6
South Carolina,Aiken ,Aiken,South CarolinaAiken,32.8,26.4
South Carolina,Allendale ,Allendale,South CarolinaAllendale,45.9,9.2
South Carolina,Anderson ,Anderson,South CarolinaAnderson,31.2,22.2
South Carolina,Bamberg ,Bamberg,South CarolinaBamberg,32.5,18.8
South Carolina,Barnwell ,Barnwell,South CarolinaBarnwell,35.4,12.5
South Carolina,Beaufort ,Beaufort,South CarolinaBeaufort,22.3,41.2
South Carolina,Berkeley ,Berkeley,South CarolinaBerkeley,29.4,25
South Carolina,Calhoun ,Calhoun,South CarolinaCalhoun,36.2,19.9
South Carolina,Charleston ,Charleston,South CarolinaCharleston,22.7,43.6
South Carolina,Cherokee ,Cherokee,South CarolinaCherokee,34.7,14.2
South Carolina,Chester ,Chester,South CarolinaChester,39.3,13.4
South Carolina,Chesterfield ,Chesterfield,South CarolinaChesterfield,41.3,10.4
South Carolina,Clarendon ,Clarendon,South CarolinaClarendon,36.5,15.1
South Carolina,Colleton ,Colleton,South CarolinaColleton,45.4,14.6
South Carolina,Darlington ,Darlington,South CarolinaDarlington,35.1,18.4
South Carolina,Dillon ,Dillon,South CarolinaDillon,39,11.1
South Carolina,Dorchester ,Dorchester,South CarolinaDorchester,27.3,28.2
South Carolina,Edgefield ,Edgefield,South CarolinaEdgefield,36.7,16.7
South Carolina,Fairfield ,Fairfield,South CarolinaFairfield,41.3,16.9
South Carolina,Florence ,Florence,South CarolinaFlorence,32.9,23.6
South Carolina,Georgetown ,Georgetown,South CarolinaGeorgetown,28.8,27.3
South Carolina,Greenville ,Greenville,South CarolinaGreenville,23.8,35.1
South Carolina,Greenwood ,Greenwood,South CarolinaGreenwood,30.5,24.6
South Carolina,Hampton ,Hampton,South CarolinaHampton,42.5,11.9
South Carolina,Horry ,Horry,South CarolinaHorry,32.5,23.6
South Carolina,Jasper ,Jasper,South CarolinaJasper,37.5,17.8
South Carolina,Kershaw ,Kershaw,South CarolinaKershaw,36.5,20.3
South Carolina,Lancaster ,Lancaster,South CarolinaLancaster,29.9,26.9
South Carolina,Laurens ,Laurens,South CarolinaLaurens,33.8,16.2
South Carolina,Lee ,Lee,South CarolinaLee,41.5,15.9
South Carolina,Lexington ,Lexington,South CarolinaLexington,28.2,30.4
South Carolina,McCormick ,McCormick,South CarolinaMcCormick,33.9,20.5
South Carolina,Marion ,Marion,South CarolinaMarion,42,13.5
South Carolina,Marlboro ,Marlboro,South CarolinaMarlboro,42.2,8.9
South Carolina,Newberry ,Newberry,South CarolinaNewberry,36,17.9
South Carolina,Oconee ,Oconee,South CarolinaOconee,29,25.8
South Carolina,Orangeburg ,Orangeburg,South CarolinaOrangeburg,31.2,19.9
South Carolina,Pickens ,Pickens,South CarolinaPickens,29.1,26
South Carolina,Richland ,Richland,South CarolinaRichland,22.5,39.1
South Carolina,Saluda ,Saluda,South CarolinaSaluda,35.2,16.8
South Carolina,Spartanburg ,Spartanburg,South CarolinaSpartanburg,29.3,24.5
South Carolina,Sumter ,Sumter,South CarolinaSumter,30.8,19.3
South Carolina,Union ,Union,South CarolinaUnion,40,11.3
South Carolina,Williamsburg ,Williamsburg,South CarolinaWilliamsburg,41.6,12.3
South Carolina,York ,York,South CarolinaYork,25.1,33.3
South Dakota,South Dakota,South,South DakotaSouth,30.2,28.8
South Dakota,Aurora ,Aurora,South DakotaAurora,33.5,21.5
South Dakota,Beadle ,Beadle,South DakotaBeadle,34,20.5
South Dakota,Bennett ,Bennett,South DakotaBennett,33,15.7
South Dakota,Bon Homme ,Bon,South DakotaBon,37,18.3
South Dakota,Brookings ,Brookings,South DakotaBrookings,25.2,40.3
South Dakota,Brown ,Brown,South DakotaBrown,31.6,29.4
South Dakota,Brule ,Brule,South DakotaBrule,31.4,27.1
South Dakota,Buffalo ,Buffalo,South DakotaBuffalo,39.6,8.5
South Dakota,Butte ,Butte,South DakotaButte,42.2,19.2
South Dakota,Campbell ,Campbell,South DakotaCampbell,35.5,28
South Dakota,Charles Mix ,Charles,South DakotaCharles,38.1,18.6
South Dakota,Clark ,Clark,South DakotaClark,42.2,19.1
South Dakota,Clay ,Clay,South DakotaClay,20.8,49.9
South Dakota,Codington ,Codington,South DakotaCodington,36.5,21.5
South Dakota,Corson ,Corson,South DakotaCorson,33.6,17.8
South Dakota,Custer ,Custer,South DakotaCuster,35,23.5
South Dakota,Davison ,Davison,South DakotaDavison,31.1,26.5
South Dakota,Day ,Day,South DakotaDay,36.9,21.6
South Dakota,Deuel ,Deuel,South DakotaDeuel,36.9,22.2
South Dakota,Dewey ,Dewey,South DakotaDewey,35.9,16.6
South Dakota,Douglas ,Douglas,South DakotaDouglas,35.2,15.5
South Dakota,Edmunds ,Edmunds,South DakotaEdmunds,34.5,26.3
South Dakota,Fall River ,Fall,South DakotaFall,35.1,21.1
South Dakota,Faulk ,Faulk,South DakotaFaulk,34.5,26.9
South Dakota,Grant ,Grant,South DakotaGrant,38.2,21.9
South Dakota,Gregory ,Gregory,South DakotaGregory,35.6,20.2
South Dakota,Haakon ,Haakon,South DakotaHaakon,44.3,15.6
South Dakota,Hamlin ,Hamlin,South DakotaHamlin,42.5,21
South Dakota,Hand ,Hand,South DakotaHand,33,22.1
South Dakota,Hanson ,Hanson,South DakotaHanson,37.3,18.5
South Dakota,Harding ,Harding,South DakotaHarding,31.7,26
South Dakota,Hughes ,Hughes,South DakotaHughes,27.3,34.7
South Dakota,Hutchinson ,Hutchinson,South DakotaHutchinson,33.2,25.2
South Dakota,Hyde ,Hyde,South DakotaHyde,36.5,24.5
South Dakota,Jackson ,Jackson,South DakotaJackson,33.5,17.8
South Dakota,Jerauld ,Jerauld,South DakotaJerauld,38,22.5
South Dakota,Jones ,Jones,South DakotaJones,42.6,25.7
South Dakota,Kingsbury ,Kingsbury,South DakotaKingsbury,39.1,21.5
South Dakota,Lake ,Lake,South DakotaLake,31.8,33.1
South Dakota,Lawrence ,Lawrence,South DakotaLawrence,29.6,35
South Dakota,Lincoln ,Lincoln,South DakotaLincoln,23,37.6
South Dakota,Lyman ,Lyman,South DakotaLyman,36.9,20.3
South Dakota,McCook ,McCook,South DakotaMcCook,35,24.1
South Dakota,McPherson ,McPherson,South DakotaMcPherson,33.3,17.7
South Dakota,Marshall ,Marshall,South DakotaMarshall,31,24.1
South Dakota,Meade ,Meade,South DakotaMeade,28.7,27.2
South Dakota,Mellette ,Mellette,South DakotaMellette,40,12
South Dakota,Miner ,Miner,South DakotaMiner,38.8,18.5
South Dakota,Minnehaha ,Minnehaha,South DakotaMinnehaha,26.4,33.1
South Dakota,Moody ,Moody,South DakotaMoody,33.7,21.3
South Dakota,Oglala Lakota ,Oglala,South DakotaOglala,27.8,10.4
South Dakota,Pennington ,Pennington,South DakotaPennington,27.5,31.5
South Dakota,Perkins ,Perkins,South DakotaPerkins,36,20.3
South Dakota,Potter ,Potter,South DakotaPotter,36.3,22.3
South Dakota,Roberts ,Roberts,South DakotaRoberts,35.5,17.3
South Dakota,Sanborn ,Sanborn,South DakotaSanborn,40.1,21.6
South Dakota,Spink ,Spink,South DakotaSpink,37.2,21.8
South Dakota,Stanley ,Stanley,South DakotaStanley,30.6,32.1
South Dakota,Sully ,Sully,South DakotaSully,33.7,25
South Dakota,Todd ,Todd,South DakotaTodd,31.7,15.6
South Dakota,Tripp ,Tripp,South DakotaTripp,41.1,22.3
South Dakota,Turner ,Turner,South DakotaTurner,33.7,23.7
South Dakota,Union ,Union,South DakotaUnion,29.5,30.6
South Dakota,Walworth ,Walworth,South DakotaWalworth,38,24.9
South Dakota,Yankton ,Yankton,South DakotaYankton,35.4,25.7
South Dakota,Ziebach ,Ziebach,South DakotaZiebach,41.3,16.4
Tennessee,Tennessee,Tennessee,TennesseeTennessee,32.1,27.3
Tennessee,Anderson ,Anderson,TennesseeAnderson,32.9,23.3
Tennessee,Bedford ,Bedford,TennesseeBedford,41.4,16.6
Tennessee,Benton ,Benton,TennesseeBenton,46.4,12.3
Tennessee,Bledsoe ,Bledsoe,TennesseeBledsoe,39.8,12
Tennessee,Blount ,Blount,TennesseeBlount,34.6,24.2
Tennessee,Bradley ,Bradley,TennesseeBradley,32.1,22.3
Tennessee,Campbell ,Campbell,TennesseeCampbell,40.6,12.4
Tennessee,Cannon ,Cannon,TennesseeCannon,45.6,15.8
Tennessee,Carroll ,Carroll,TennesseeCarroll,42.2,18
Tennessee,Carter ,Carter,TennesseeCarter,38.6,17.5
Tennessee,Cheatham ,Cheatham,TennesseeCheatham,37.1,21
Tennessee,Chester ,Chester,TennesseeChester,39.1,16
Tennessee,Claiborne ,Claiborne,TennesseeClaiborne,38,16.1
Tennessee,Clay ,Clay,TennesseeClay,46.2,13.9
Tennessee,Cocke ,Cocke,TennesseeCocke,46.8,11.6
Tennessee,Coffee ,Coffee,TennesseeCoffee,38.5,20.5
Tennessee,Crockett ,Crockett,TennesseeCrockett,40.5,13.8
Tennessee,Cumberland ,Cumberland,TennesseeCumberland,37.7,18.5
Tennessee,Davidson ,Davidson,TennesseeDavidson,22.1,41.7
Tennessee,Decatur ,Decatur,TennesseeDecatur,42.3,14.5
Tennessee,DeKalb ,DeKalb,TennesseeDeKalb,40.9,16.7
Tennessee,Dickson ,Dickson,TennesseeDickson,41.8,16.2
Tennessee,Dyer ,Dyer,TennesseeDyer,38.8,16.1
Tennessee,Fayette ,Fayette,TennesseeFayette,32.1,22.2
Tennessee,Fentress ,Fentress,TennesseeFentress,43.6,16
Tennessee,Franklin ,Franklin,TennesseeFranklin,40,20.8
Tennessee,Gibson ,Gibson,TennesseeGibson,39.1,18.4
Tennessee,Giles ,Giles,TennesseeGiles,43.1,16.5
Tennessee,Grainger ,Grainger,TennesseeGrainger,42.8,10.7
Tennessee,Greene ,Greene,TennesseeGreene,41.5,16.7
Tennessee,Grundy ,Grundy,TennesseeGrundy,40.7,13.2
Tennessee,Hamblen ,Hamblen,TennesseeHamblen,38.6,16.8
Tennessee,Hamilton ,Hamilton,TennesseeHamilton,26.9,32.2
Tennessee,Hancock ,Hancock,TennesseeHancock,42.2,11.2
Tennessee,Hardeman ,Hardeman,TennesseeHardeman,46.8,11.2
Tennessee,Hardin ,Hardin,TennesseeHardin,42.1,15
Tennessee,Hawkins ,Hawkins,TennesseeHawkins,42.7,13.7
Tennessee,Haywood ,Haywood,TennesseeHaywood,47,11
Tennessee,Henderson ,Henderson,TennesseeHenderson,42.3,14.4
Tennessee,Henry ,Henry,TennesseeHenry,45.6,16.5
Tennessee,Hickman ,Hickman,TennesseeHickman,44.3,10.9
Tennessee,Houston ,Houston,TennesseeHouston,47.1,13
Tennessee,Humphreys ,Humphreys,TennesseeHumphreys,48.4,14.3
Tennessee,Jackson ,Jackson,TennesseeJackson,44.6,11
Tennessee,Jefferson ,Jefferson,TennesseeJefferson,39.1,16.8
Tennessee,Johnson ,Johnson,TennesseeJohnson,41.6,11.6
Tennessee,Knox ,Knox,TennesseeKnox,25.3,37.6
Tennessee,Lake ,Lake,TennesseeLake,43.2,9.4
Tennessee,Lauderdale ,Lauderdale,TennesseeLauderdale,45.4,8.3
Tennessee,Lawrence ,Lawrence,TennesseeLawrence,44.3,14.3
Tennessee,Lewis ,Lewis,TennesseeLewis,42.5,10.4
Tennessee,Lincoln ,Lincoln,TennesseeLincoln,40.5,18.4
Tennessee,Loudon ,Loudon,TennesseeLoudon,32.4,26.4
Tennessee,McMinn ,McMinn,TennesseeMcMinn,40.4,16.2
Tennessee,McNairy ,McNairy,TennesseeMcNairy,45.4,12.6
Tennessee,Macon ,Macon,TennesseeMacon,45.7,10.3
Tennessee,Madison ,Madison,TennesseeMadison,35.3,25.6
Tennessee,Marion ,Marion,TennesseeMarion,38.7,12.8
Tennessee,Marshall ,Marshall,TennesseeMarshall,41.4,14.7
Tennessee,Maury ,Maury,TennesseeMaury,35.7,23
Tennessee,Meigs ,Meigs,TennesseeMeigs,45.4,9.8
Tennessee,Monroe ,Monroe,TennesseeMonroe,41.5,13.4
Tennessee,Montgomery ,Montgomery,TennesseeMontgomery,28.5,28.5
Tennessee,Moore ,Moore,TennesseeMoore,39.9,22.7
Tennessee,Morgan ,Morgan,TennesseeMorgan,48.5,9.4
Tennessee,Obion ,Obion,TennesseeObion,44.8,15.3
Tennessee,Overton ,Overton,TennesseeOverton,46.7,12.8
Tennessee,Perry ,Perry,TennesseePerry,38.5,11.5
Tennessee,Pickett ,Pickett,TennesseePickett,38.2,9.4
Tennessee,Polk ,Polk,TennesseePolk,39.4,11.9
Tennessee,Putnam ,Putnam,TennesseePutnam,36.5,26.4
Tennessee,Rhea ,Rhea,TennesseeRhea,36.8,16.9
Tennessee,Roane ,Roane,TennesseeRoane,36.3,19.8
Tennessee,Robertson ,Robertson,TennesseeRobertson,38.1,19.6
Tennessee,Rutherford ,Rutherford,TennesseeRutherford,27.8,32.2
Tennessee,Scott ,Scott,TennesseeScott,44.3,9.2
Tennessee,Sequatchie ,Sequatchie,TennesseeSequatchie,39.1,15.1
Tennessee,Sevier ,Sevier,TennesseeSevier,37.2,17.4
Tennessee,Shelby ,Shelby,TennesseeShelby,27.5,31.6
Tennessee,Smith ,Smith,TennesseeSmith,46.5,14.4
Tennessee,Stewart ,Stewart,TennesseeStewart,44.8,15.6
Tennessee,Sullivan ,Sullivan,TennesseeSullivan,34.7,23.6
Tennessee,Sumner ,Sumner,TennesseeSumner,30.9,28.1
Tennessee,Tipton ,Tipton,TennesseeTipton,37.6,17.3
Tennessee,Trousdale ,Trousdale,TennesseeTrousdale,38.4,13.8
Tennessee,Unicoi ,Unicoi,TennesseeUnicoi,39.4,14.8
Tennessee,Union ,Union,TennesseeUnion,44.8,9.9
Tennessee,Van Buren ,Van,TennesseeVan,50.8,7.8
Tennessee,Warren ,Warren,TennesseeWarren,43.3,14.5
Tennessee,Washington ,Washington,TennesseeWashington,28.9,31.8
Tennessee,Wayne ,Wayne,TennesseeWayne,46.6,9.7
Tennessee,Weakley ,Weakley,TennesseeWeakley,38.9,21.6
Tennessee,White ,White,TennesseeWhite,45.7,12.3
Tennessee,Williamson ,Williamson,TennesseeWilliamson,13.3,59.8
Tennessee,Wilson ,Wilson,TennesseeWilson,29,32.4
Texas,Texas,Texas,TexasTexas,25,29.9
Texas,Anderson ,Anderson,TexasAnderson,38.9,10.6
Texas,Andrews ,Andrews,TexasAndrews,34.9,12.2
Texas,Angelina ,Angelina,TexasAngelina,31.6,16.9
Texas,Aransas ,Aransas,TexasAransas,31.2,21.9
Texas,Archer ,Archer,TexasArcher,35.4,23.9
Texas,Armstrong ,Armstrong,TexasArmstrong,22.4,22.8
Texas,Atascosa ,Atascosa,TexasAtascosa,38.7,14.4
Texas,Austin ,Austin,TexasAustin,29.2,23.9
Texas,Bailey ,Bailey,TexasBailey,35.1,17.2
Texas,Bandera ,Bandera,TexasBandera,32.3,22.8
Texas,Bastrop ,Bastrop,TexasBastrop,30.4,20.7
Texas,Baylor ,Baylor,TexasBaylor,35,22.8
Texas,Bee ,Bee,TexasBee,34.2,8.9
Texas,Bell ,Bell,TexasBell,26,25.2
Texas,Bexar ,Bexar,TexasBexar,25.4,28
Texas,Blanco ,Blanco,TexasBlanco,30.3,26.5
Texas,Borden ,Borden,TexasBorden,20.1,39.5
Texas,Bosque ,Bosque,TexasBosque,34.2,19.8
Texas,Bowie ,Bowie,TexasBowie,34.8,20.6
Texas,Brazoria ,Brazoria,TexasBrazoria,25.5,30
Texas,Brazos ,Brazos,TexasBrazos,19.2,41.7
Texas,Brewster ,Brewster,TexasBrewster,21.3,40
Texas,Briscoe ,Briscoe,TexasBriscoe,36.5,19.8
Texas,Brooks ,Brooks,TexasBrooks,24.7,15.7
Texas,Brown ,Brown,TexasBrown,36.3,19.1
Texas,Burleson ,Burleson,TexasBurleson,38.4,17.3
Texas,Burnet ,Burnet,TexasBurnet,30.8,25.4
Texas,Caldwell ,Caldwell,TexasCaldwell,37.9,14.6
Texas,Calhoun ,Calhoun,TexasCalhoun,33,14.2
Texas,Callahan ,Callahan,TexasCallahan,35.8,21
Texas,Cameron ,Cameron,TexasCameron,26.4,17.3
Texas,Camp ,Camp,TexasCamp,35.3,19.4
Texas,Carson ,Carson,TexasCarson,32,28.4
Texas,Cass ,Cass,TexasCass,43.3,16.4
Texas,Castro ,Castro,TexasCastro,32.2,15.6
Texas,Chambers ,Chambers,TexasChambers,27,22.7
Texas,Cherokee ,Cherokee,TexasCherokee,30.5,17.2
Texas,Childress ,Childress,TexasChildress,34.9,18.3
Texas,Clay ,Clay,TexasClay,36.9,21.4
Texas,Cochran ,Cochran,TexasCochran,30.7,8
Texas,Coke ,Coke,TexasCoke,34.1,17.8
Texas,Coleman ,Coleman,TexasColeman,36.7,15.8
Texas,Collin ,Collin,TexasCollin,15,52.3
Texas,Collingsworth ,Collingsworth,TexasCollingsworth,25.9,20.2
Texas,Colorado ,Colorado,TexasColorado,34.3,21
Texas,Comal ,Comal,TexasComal,25,36.8
Texas,Comanche ,Comanche,TexasComanche,34.9,20.3
Texas,Concho ,Concho,TexasConcho,30.8,13
Texas,Cooke ,Cooke,TexasCooke,31.5,20.9
Texas,Coryell ,Coryell,TexasCoryell,28.1,16.1
Texas,Cottle ,Cottle,TexasCottle,26.9,16.8
Texas,Crane ,Crane,TexasCrane,32.8,14.7
Texas,Crockett ,Crockett,TexasCrockett,33.5,14
Texas,Crosby ,Crosby,TexasCrosby,35.9,13.2
Texas,Culberson ,Culberson,TexasCulberson,35,10.2
Texas,Dallam ,Dallam,TexasDallam,28,15.8
Texas,Dallas ,Dallas,TexasDallas,22.6,31.5
Texas,Dawson ,Dawson,TexasDawson,32.3,14.2
Texas,Deaf Smith ,Deaf,TexasDeaf,36.6,12
Texas,Delta ,Delta,TexasDelta,32,25.1
Texas,Denton ,Denton,TexasDenton,17.8,45.1
Texas,DeWitt ,DeWitt,TexasDeWitt,39.1,12.6
Texas,Dickens ,Dickens,TexasDickens,35.8,18.5
Texas,Dimmit ,Dimmit,TexasDimmit,36.2,13.6
Texas,Donley ,Donley,TexasDonley,34,17.9
Texas,Duval ,Duval,TexasDuval,30.7,9
Texas,Eastland ,Eastland,TexasEastland,31.6,16
Texas,Ector ,Ector,TexasEctor,30.3,15.4
Texas,Edwards ,Edwards,TexasEdwards,22.7,18.2
Texas,Ellis ,Ellis,TexasEllis,27.7,24.3
Texas,El Paso ,El,TexasEl,23.7,23.3
Texas,Erath ,Erath,TexasErath,26.3,31.5
Texas,Falls ,Falls,TexasFalls,38.4,12.4
Texas,Fannin ,Fannin,TexasFannin,35.2,17.4
Texas,Fayette ,Fayette,TexasFayette,39.1,19.7
Texas,Fisher ,Fisher,TexasFisher,34.7,18.6
Texas,Floyd ,Floyd,TexasFloyd,27.7,15.9
Texas,Foard ,Foard,TexasFoard,32,16.2
Texas,Fort Bend ,Fort,TexasFort,17.9,46.2
Texas,Franklin ,Franklin,TexasFranklin,27.9,26.6
Texas,Freestone ,Freestone,TexasFreestone,33.2,15.3
Texas,Frio ,Frio,TexasFrio,34.2,7.3
Texas,Gaines ,Gaines,TexasGaines,29.8,11.4
Texas,Galveston ,Galveston,TexasGalveston,24.9,31.1
Texas,Garza ,Garza,TexasGarza,28.6,13.9
Texas,Gillespie ,Gillespie,TexasGillespie,29.9,32.2
Texas,Glasscock ,Glasscock,TexasGlasscock,18.7,27.2
Texas,Goliad ,Goliad,TexasGoliad,26.5,17.3
Texas,Gonzales ,Gonzales,TexasGonzales,44.1,13.1
Texas,Gray ,Gray,TexasGray,32.7,13.9
Texas,Grayson ,Grayson,TexasGrayson,30.1,20.4
Texas,Gregg ,Gregg,TexasGregg,28.2,21.3
Texas,Grimes ,Grimes,TexasGrimes,34.8,15.7
Texas,Guadalupe ,Guadalupe,TexasGuadalupe,30.5,28.2
Texas,Hale ,Hale,TexasHale,34.7,17.1
Texas,Hall ,Hall,TexasHall,30,15.9
Texas,Hamilton ,Hamilton,TexasHamilton,35.8,22.4
