County,State,Abbreviation,2019 Population _ Census
Ionia, Michigan, MichiganIonia,64697
Iosco, Michigan, MichiganIosco,25127
Iron, Michigan, MichiganIron,11066
Isabella, Michigan, MichiganIsabella,69872
Jackson, Michigan, MichiganJackson,158510
Kalamazoo, Michigan, MichiganKalamazoo,265066
Kalkaska, Michigan, MichiganKalkaska,18038
Kent, Michigan, MichiganKent,656955
Keweenaw, Michigan, MichiganKeweenaw,2116
Lake, Michigan, MichiganLake,11853
Lapeer, Michigan, MichiganLapeer,87607
Leelanau, Michigan, MichiganLeelanau,21761
Lenawee, Michigan, MichiganLenawee,98451
Livingston, Michigan, MichiganLivingston,191995
Luce, Michigan, MichiganLuce,6229
Mackinac, Michigan, MichiganMackinac,10799
Macomb, Michigan, MichiganMacomb,873972
Manistee, Michigan, MichiganManistee,24558
Marquette, Michigan, MichiganMarquette,66699
Mason, Michigan, MichiganMason,29144
Mecosta, Michigan, MichiganMecosta,43453
Menominee, Michigan, MichiganMenominee,22780
Midland, Michigan, MichiganMidland,83156
Missaukee, Michigan, MichiganMissaukee,15118
Monroe, Michigan, MichiganMonroe,150500
Montcalm, Michigan, MichiganMontcalm,63888
Montmorency, Michigan, MichiganMontmorency,9328
Muskegon, Michigan, MichiganMuskegon,173566
Newaygo, Michigan, MichiganNewaygo,48980
Oakland, Michigan, MichiganOakland,1257584
Oceana, Michigan, MichiganOceana,26467
Ogemaw, Michigan, MichiganOgemaw,20997
Ontonagon, Michigan, MichiganOntonagon,5720
Osceola, Michigan, MichiganOsceola,23460
Oscoda, Michigan, MichiganOscoda,8241
Otsego, Michigan, MichiganOtsego,24668
Ottawa, Michigan, MichiganOttawa,291830
Presque, Michigan, MichiganPresque,12592
Roscommon, Michigan, MichiganRoscommon,24019
Saginaw, Michigan, MichiganSaginaw,190539
St, Michigan, MichiganSt,159128
St, Michigan, MichiganSt,60964
Sanilac, Michigan, MichiganSanilac,41170
Schoolcraft, Michigan, MichiganSchoolcraft,8094
Shiawassee, Michigan, MichiganShiawassee,68122
Tuscola, Michigan, MichiganTuscola,52245
Van, Michigan, MichiganVan,75677
Washtenaw, Michigan, MichiganWashtenaw,367601
Wayne, Michigan, MichiganWayne,1749343
Wexford, Michigan, MichiganWexford,33631
Aitkin, Minnesota, MinnesotaAitkin,15886
Anoka, Minnesota, MinnesotaAnoka,356921
Becker, Minnesota, MinnesotaBecker,34423
Beltrami, Minnesota, MinnesotaBeltrami,47188
Benton, Minnesota, MinnesotaBenton,40889
Big, Minnesota, MinnesotaBig,4991
Blue, Minnesota, MinnesotaBlue,67653
Brown, Minnesota, MinnesotaBrown,25008
Carlton, Minnesota, MinnesotaCarlton,35871
Carver, Minnesota, MinnesotaCarver,105089
Cass, Minnesota, MinnesotaCass,29779
Chippewa, Minnesota, MinnesotaChippewa,11800
Chisago, Minnesota, MinnesotaChisago,56579
Clay, Minnesota, MinnesotaClay,64222
Clearwater, Minnesota, MinnesotaClearwater,8818
Cook, Minnesota, MinnesotaCook,5463
Cottonwood, Minnesota, MinnesotaCottonwood,11196
Crow, Minnesota, MinnesotaCrow,65055
Dakota, Minnesota, MinnesotaDakota,429021
Dodge, Minnesota, MinnesotaDodge,20934
Douglas, Minnesota, MinnesotaDouglas,38141
Faribault, Minnesota, MinnesotaFaribault,13653
Fillmore, Minnesota, MinnesotaFillmore,21067
Freeborn, Minnesota, MinnesotaFreeborn,30281
Goodhue, Minnesota, MinnesotaGoodhue,46340
Grant, Minnesota, MinnesotaGrant,5972
Hennepin, Minnesota, MinnesotaHennepin,1265843
Houston, Minnesota, MinnesotaHouston,18600
Hubbard, Minnesota, MinnesotaHubbard,21491
Isanti, Minnesota, MinnesotaIsanti,40596
Itasca, Minnesota, MinnesotaItasca,45130
Jackson, Minnesota, MinnesotaJackson,9846
Kanabec, Minnesota, MinnesotaKanabec,16337
Kandiyohi, Minnesota, MinnesotaKandiyohi,43199
Kittson, Minnesota, MinnesotaKittson,4298
Koochiching, Minnesota, MinnesotaKoochiching,12229
Lac, Minnesota, MinnesotaLac,6623
Lake, Minnesota, MinnesotaLake,10641
Lake, Minnesota, MinnesotaLake,3740
Le, Minnesota, MinnesotaLe,28887
Lincoln, Minnesota, MinnesotaLincoln,5639
Lyon, Minnesota, MinnesotaLyon,25474
McLeod, Minnesota, MinnesotaMcLeod,35893
Mahnomen, Minnesota, MinnesotaMahnomen,5527
Marshall, Minnesota, MinnesotaMarshall,9336
Martin, Minnesota, MinnesotaMartin,19683
Meeker, Minnesota, MinnesotaMeeker,23222
Mille, Minnesota, MinnesotaMille,26277
Morrison, Minnesota, MinnesotaMorrison,33386
Mower, Minnesota, MinnesotaMower,40062
Murray, Minnesota, MinnesotaMurray,8194
Nicollet, Minnesota, MinnesotaNicollet,34274
Nobles, Minnesota, MinnesotaNobles,21629
Norman, Minnesota, MinnesotaNorman,6375
Olmsted, Minnesota, MinnesotaOlmsted,158293
Otter, Minnesota, MinnesotaOtter,58746
Pennington, Minnesota, MinnesotaPennington,14119
Pine, Minnesota, MinnesotaPine,29579
Pipestone, Minnesota, MinnesotaPipestone,9126
Polk, Minnesota, MinnesotaPolk,31364
Pope, Minnesota, MinnesotaPope,11249
Ramsey, Minnesota, MinnesotaRamsey,550321
Red, Minnesota, MinnesotaRed,4055
Redwood, Minnesota, MinnesotaRedwood,15170
Renville, Minnesota, MinnesotaRenville,14548
Rice, Minnesota, MinnesotaRice,66972
Rock, Minnesota, MinnesotaRock,9315
Roseau, Minnesota, MinnesotaRoseau,15165
St, Minnesota, MinnesotaSt,199070
Scott, Minnesota, MinnesotaScott,149013
Sherburne, Minnesota, MinnesotaSherburne,97238
Sibley, Minnesota, MinnesotaSibley,14865
Stearns, Minnesota, MinnesotaStearns,161075
Steele, Minnesota, MinnesotaSteele,36649
Stevens, Minnesota, MinnesotaStevens,9805
Swift, Minnesota, MinnesotaSwift,9266
Todd, Minnesota, MinnesotaTodd,24664
Traverse, Minnesota, MinnesotaTraverse,3259
Wabasha, Minnesota, MinnesotaWabasha,21627
Wadena, Minnesota, MinnesotaWadena,13682
Waseca, Minnesota, MinnesotaWaseca,18612
Washington, Minnesota, MinnesotaWashington,262440
Watonwan, Minnesota, MinnesotaWatonwan,10897
Wilkin, Minnesota, MinnesotaWilkin,6207
Winona, Minnesota, MinnesotaWinona,50484
Wright, Minnesota, MinnesotaWright,138377
Yellow, Minnesota, MinnesotaYellow,9709
Adams, Mississippi, MississippiAdams,30693
Alcorn, Mississippi, MississippiAlcorn,36953
Amite, Mississippi, MississippiAmite,12297
Attala, Mississippi, MississippiAttala,18174
Benton, Mississippi, MississippiBenton,8259
Bolivar, Mississippi, MississippiBolivar,30628
Calhoun, Mississippi, MississippiCalhoun,14361
Carroll, Mississippi, MississippiCarroll,9947
Chickasaw, Mississippi, MississippiChickasaw,17103
Choctaw, Mississippi, MississippiChoctaw,8210
Claiborne, Mississippi, MississippiClaiborne,8988
Clarke, Mississippi, MississippiClarke,15541
Clay, Mississippi, MississippiClay,19316
Coahoma, Mississippi, MississippiCoahoma,22124
Copiah, Mississippi, MississippiCopiah,28065
Covington, Mississippi, MississippiCovington,18636
DeSoto, Mississippi, MississippiDeSoto,184945
Forrest, Mississippi, MississippiForrest,74897
Franklin, Mississippi, MississippiFranklin,7713
George, Mississippi, MississippiGeorge,24500
Greene, Mississippi, MississippiGreene,13586
Grenada, Mississippi, MississippiGrenada,20758
Hancock, Mississippi, MississippiHancock,47632
Harrison, Mississippi, MississippiHarrison,208080
Hinds, Mississippi, MississippiHinds,231840
Holmes, Mississippi, MississippiHolmes,17010
Humphreys, Mississippi, MississippiHumphreys,8064
Issaquena, Mississippi, MississippiIssaquena,1327
Itawamba, Mississippi, MississippiItawamba,23390
Jackson, Mississippi, MississippiJackson,143617
Jasper, Mississippi, MississippiJasper,16383
Jefferson, Mississippi, MississippiJefferson,6990
Jefferson, Mississippi, MississippiJefferson,11128
Jones, Mississippi, MississippiJones,68098
Kemper, Mississippi, MississippiKemper,9742
Lafayette, Mississippi, MississippiLafayette,54019
Lamar, Mississippi, MississippiLamar,63343
Lauderdale, Mississippi, MississippiLauderdale,74125
Lawrence, Mississippi, MississippiLawrence,12586
Leake, Mississippi, MississippiLeake,22786
Lee, Mississippi, MississippiLee,85436
Leflore, Mississippi, MississippiLeflore,28183
Lincoln, Mississippi, MississippiLincoln,34153
Lowndes, Mississippi, MississippiLowndes,58595
Madison, Mississippi, MississippiMadison,106272
Marion, Mississippi, MississippiMarion,24573
Marshall, Mississippi, MississippiMarshall,35294
Monroe, Mississippi, MississippiMonroe,35252
Montgomery, Mississippi, MississippiMontgomery,9775
Neshoba, Mississippi, MississippiNeshoba,29118
Newton, Mississippi, MississippiNewton,21018
Noxubee, Mississippi, MississippiNoxubee,10417
Oktibbeha, Mississippi, MississippiOktibbeha,49587
Panola, Mississippi, MississippiPanola,34192
Pearl, Mississippi, MississippiPearl,55535
Perry, Mississippi, MississippiPerry,11973
Pike, Mississippi, MississippiPike,39288
Pontotoc, Mississippi, MississippiPontotoc,32174
Prentiss, Mississippi, MississippiPrentiss,25126
Quitman, Mississippi, MississippiQuitman,6792
Rankin, Mississippi, MississippiRankin,155271
Scott, Mississippi, MississippiScott,28124
Sharkey, Mississippi, MississippiSharkey,4321
Simpson, Mississippi, MississippiSimpson,26658
Smith, Mississippi, MississippiSmith,15916
Stone, Mississippi, MississippiStone,18336
Sunflower, Mississippi, MississippiSunflower,25110
Tallahatchie, Mississippi, MississippiTallahatchie,13809
Tate, Mississippi, MississippiTate,28321
Tippah, Mississippi, MississippiTippah,22015
Tishomingo, Mississippi, MississippiTishomingo,19383
Tunica, Mississippi, MississippiTunica,9632
Union, Mississippi, MississippiUnion,28815
Walthall, Mississippi, MississippiWalthall,14286
Warren, Mississippi, MississippiWarren,45381
Washington, Mississippi, MississippiWashington,43909
Wayne, Mississippi, MississippiWayne,20183
Webster, Mississippi, MississippiWebster,9689
Wilkinson, Mississippi, MississippiWilkinson,8630
Winston, Mississippi, MississippiWinston,17955
Yalobusha, Mississippi, MississippiYalobusha,12108
Yazoo, Mississippi, MississippiYazoo,29690
Adair, Missouri, MissouriAdair,25343
Andrew, Missouri, MissouriAndrew,17712
Atchison, Missouri, MissouriAtchison,5143
Audrain, Missouri, MissouriAudrain,25388
Barry, Missouri, MissouriBarry,35789
Barton, Missouri, MissouriBarton,11754
Bates, Missouri, MissouriBates,16172
Benton, Missouri, MissouriBenton,19443
Bollinger, Missouri, MissouriBollinger,12133
Boone, Missouri, MissouriBoone,180463
Buchanan, Missouri, MissouriBuchanan,87364
Butler, Missouri, MissouriButler,42478
Caldwell, Missouri, MissouriCaldwell,9020
Callaway, Missouri, MissouriCallaway,44743
Camden, Missouri, MissouriCamden,46305
Cape, Missouri, MissouriCape,78871
Carroll, Missouri, MissouriCarroll,8679
Carter, Missouri, MissouriCarter,5982
Cass, Missouri, MissouriCass,105780
Cedar, Missouri, MissouriCedar,14349
Chariton, Missouri, MissouriChariton,7426
Christian, Missouri, MissouriChristian,88595
Clark, Missouri, MissouriClark,6797
Clay, Missouri, MissouriClay,249948
Clinton, Missouri, MissouriClinton,20387
Cole, Missouri, MissouriCole,76745
Cooper, Missouri, MissouriCooper,17709
Crawford, Missouri, MissouriCrawford,23920
Dade, Missouri, MissouriDade,7561
Dallas, Missouri, MissouriDallas,16878
Daviess, Missouri, MissouriDaviess,8278
DeKalb, Missouri, MissouriDeKalb,12547
Dent, Missouri, MissouriDent,15573
Douglas, Missouri, MissouriDouglas,13185
Dunklin, Missouri, MissouriDunklin,29131
Franklin, Missouri, MissouriFranklin,103967
Gasconade, Missouri, MissouriGasconade,14706
Gentry, Missouri, MissouriGentry,6571
Greene, Missouri, MissouriGreene,293086
Grundy, Missouri, MissouriGrundy,9850
Harrison, Missouri, MissouriHarrison,8352
Henry, Missouri, MissouriHenry,21824
Hickory, Missouri, MissouriHickory,9544
Holt, Missouri, MissouriHolt,4403
Howard, Missouri, MissouriHoward,10001
Howell, Missouri, MissouriHowell,40117
Iron, Missouri, MissouriIron,10125
Jackson, Missouri, MissouriJackson,703011
Jasper, Missouri, MissouriJasper,121328
Jefferson, Missouri, MissouriJefferson,225081
Johnson, Missouri, MissouriJohnson,54062
Knox, Missouri, MissouriKnox,3959
Laclede, Missouri, MissouriLaclede,35723
Lafayette, Missouri, MissouriLafayette,32708
Lawrence, Missouri, MissouriLawrence,38355
Lewis, Missouri, MissouriLewis,9776
Lincoln, Missouri, MissouriLincoln,59013
Linn, Missouri, MissouriLinn,11920
Livingston, Missouri, MissouriLivingston,15227
McDonald, Missouri, MissouriMcDonald,22837
Macon, Missouri, MissouriMacon,15117
Madison, Missouri, MissouriMadison,12088
Maries, Missouri, MissouriMaries,8697
Marion, Missouri, MissouriMarion,28530
Mercer, Missouri, MissouriMercer,3617
Miller, Missouri, MissouriMiller,25619
Mississippi, Missouri, MissouriMississippi,13180
Moniteau, Missouri, MissouriMoniteau,16132
Monroe, Missouri, MissouriMonroe,8644
Montgomery, Missouri, MissouriMontgomery,11551
Morgan, Missouri, MissouriMorgan,20627
New, Missouri, MissouriNew,17076
Newton, Missouri, MissouriNewton,58236
Nodaway, Missouri, MissouriNodaway,22092
Oregon, Missouri, MissouriOregon,10529
Osage, Missouri, MissouriOsage,13615
Ozark, Missouri, MissouriOzark,9174
Pemiscot, Missouri, MissouriPemiscot,15805
Perry, Missouri, MissouriPerry,19136
Pettis, Missouri, MissouriPettis,42339
Phelps, Missouri, MissouriPhelps,44573
Pike, Missouri, MissouriPike,18302
Platte, Missouri, MissouriPlatte,104418
Polk, Missouri, MissouriPolk,32149
Pulaski, Missouri, MissouriPulaski,52607
Putnam, Missouri, MissouriPutnam,4696
Ralls, Missouri, MissouriRalls,10309
Randolph, Missouri, MissouriRandolph,24748
Ray, Missouri, MissouriRay,23018
Reynolds, Missouri, MissouriReynolds,6270
Ripley, Missouri, MissouriRipley,13288
St, Missouri, MissouriSt,402022
St, Missouri, MissouriSt,9397
Ste, Missouri, MissouriSte,17894
St, Missouri, MissouriSt,67215
St, Missouri, MissouriSt,994205
Saline, Missouri, MissouriSaline,22761
Schuyler, Missouri, MissouriSchuyler,4660
Scotland, Missouri, MissouriScotland,4902
Scott, Missouri, MissouriScott,38280
Shannon, Missouri, MissouriShannon,8166
Shelby, Missouri, MissouriShelby,5930
Stoddard, Missouri, MissouriStoddard,29025
Stone, Missouri, MissouriStone,31952
Sullivan, Missouri, MissouriSullivan,6089
Taney, Missouri, MissouriTaney,55928
Texas, Missouri, MissouriTexas,25398
Vernon, Missouri, MissouriVernon,20563
Warren, Missouri, MissouriWarren,35649
Washington, Missouri, MissouriWashington,24730
Wayne, Missouri, MissouriWayne,12873
Webster, Missouri, MissouriWebster,39592
Worth, Missouri, MissouriWorth,2013
Wright, Missouri, MissouriWright,18289
St, Missouri, MissouriSt,300576
Beaverhead, Montana, MontanaBeaverhead,9453
Big, Montana, MontanaBig,13319
Blaine, Montana, MontanaBlaine,6681
Broadwater, Montana, MontanaBroadwater,6237
Carbon, Montana, MontanaCarbon,10725
Carter, Montana, MontanaCarter,1252
Cascade, Montana, MontanaCascade,81366
Chouteau, Montana, MontanaChouteau,5635
Custer, Montana, MontanaCuster,11402
Daniels, Montana, MontanaDaniels,1690
Dawson, Montana, MontanaDawson,8613
Deer, Montana, MontanaDeer,9140
Fallon, Montana, MontanaFallon,2846
Fergus, Montana, MontanaFergus,11050
Flathead, Montana, MontanaFlathead,103806
Gallatin, Montana, MontanaGallatin,114434
Garfield, Montana, MontanaGarfield,1258
Glacier, Montana, MontanaGlacier,13753
Golden, Montana, MontanaGolden,821
Granite, Montana, MontanaGranite,3379
Hill, Montana, MontanaHill,16484
Jefferson, Montana, MontanaJefferson,12221
Judith, Montana, MontanaJudith,2007
Lake, Montana, MontanaLake,30458
Lewis, Montana, MontanaLewis,69432
Liberty, Montana, MontanaLiberty,2337
Lincoln, Montana, MontanaLincoln,19980
McCone, Montana, MontanaMcCone,1664
Madison, Montana, MontanaMadison,8600
Meagher, Montana, MontanaMeagher,1862
Mineral, Montana, MontanaMineral,4397
Missoula, Montana, MontanaMissoula,119600
Musselshell, Montana, MontanaMusselshell,4633
Park, Montana, MontanaPark,16606
Petroleum, Montana, MontanaPetroleum,487
Phillips, Montana, MontanaPhillips,3954
Pondera, Montana, MontanaPondera,5911
Powder, Montana, MontanaPowder,1682
Powell, Montana, MontanaPowell,6890
Prairie, Montana, MontanaPrairie,1077
Ravalli, Montana, MontanaRavalli,43806
Richland, Montana, MontanaRichland,10803
Roosevelt, Montana, MontanaRoosevelt,11004
Rosebud, Montana, MontanaRosebud,8937
Sanders, Montana, MontanaSanders,12113
Sheridan, Montana, MontanaSheridan,3309
Silver, Montana, MontanaSilver,34915
Stillwater, Montana, MontanaStillwater,9642
Sweet, Montana, MontanaSweet,3737
Teton, Montana, MontanaTeton,6147
Toole, Montana, MontanaToole,4736
Treasure, Montana, MontanaTreasure,696
Valley, Montana, MontanaValley,7396
Wheatland, Montana, MontanaWheatland,2126
Wibaux, Montana, MontanaWibaux,969
Yellowstone, Montana, MontanaYellowstone,161300
Adams, Nebraska, NebraskaAdams,31363
Antelope, Nebraska, NebraskaAntelope,6298
Arthur, Nebraska, NebraskaArthur,463
Banner, Nebraska, NebraskaBanner,745
Blaine, Nebraska, NebraskaBlaine,465
Boone, Nebraska, NebraskaBoone,5192
Box, Nebraska, NebraskaBox,10783
Boyd, Nebraska, NebraskaBoyd,1919
Brown, Nebraska, NebraskaBrown,2955
Buffalo, Nebraska, NebraskaBuffalo,49659
Burt, Nebraska, NebraskaBurt,6459
Butler, Nebraska, NebraskaButler,8016
Cass, Nebraska, NebraskaCass,26248
Cedar, Nebraska, NebraskaCedar,8402
Chase, Nebraska, NebraskaChase,3924
Cherry, Nebraska, NebraskaCherry,5689
Cheyenne, Nebraska, NebraskaCheyenne,8910
Clay, Nebraska, NebraskaClay,6203
Colfax, Nebraska, NebraskaColfax,10709
Cuming, Nebraska, NebraskaCuming,8846
Custer, Nebraska, NebraskaCuster,10777
Dakota, Nebraska, NebraskaDakota,20026
Dawes, Nebraska, NebraskaDawes,8589
Dawson, Nebraska, NebraskaDawson,23595
Deuel, Nebraska, NebraskaDeuel,1794
Dixon, Nebraska, NebraskaDixon,5636
Dodge, Nebraska, NebraskaDodge,36565
Douglas, Nebraska, NebraskaDouglas,571327
Dundy, Nebraska, NebraskaDundy,1693
Fillmore, Nebraska, NebraskaFillmore,5462
Franklin, Nebraska, NebraskaFranklin,2979
Frontier, Nebraska, NebraskaFrontier,2627
Furnas, Nebraska, NebraskaFurnas,4676
Gage, Nebraska, NebraskaGage,21513
Garden, Nebraska, NebraskaGarden,1837
Garfield, Nebraska, NebraskaGarfield,1969
Gosper, Nebraska, NebraskaGosper,1990
