,county,state,Abbreviation,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
766,Desha,Arkansas,ArkansasDesha,4163,1920,2016,27036,2882,27.4,17.7,23.3,17,14.5,1.5,19.3
767,Deuel,Nebraska,NebraskaDeuel,1032,871,141,53438,4122,32.9,18.8,23.9,7.1,17.4,3.3,21
768,Deuel,South Dakota,South DakotaDeuel,2350,1699,609,57969,4442,36.8,11.4,17.3,18,16.4,9.8,19.5
769,Dewey,Oklahoma,OklahomaDewey,2359,2124,214,52930,3469,30.4,16.6,18.4,20.7,13.9,9.2,21.7
770,Dewey,South Dakota,South DakotaDewey,1966,790,1131,41190,3055,43.2,17,20.1,14.3,5.5,15.6,17.3
771,Dickens,Texas,TexasDickens,985,850,130,43088,3488,37.1,20.7,17.4,17,7.8,5,19.1
772,Dickenson,Virginia,VirginiaDickenson,7303,5748,1503,29916,3029,26.5,25.3,20.7,14.7,12.9,1.6,29.6
773,Dickey,New Dakota,New DakotaDickey,2424,1742,608,58357,4651,32.8,17.2,22.8,14.4,12.7,6.2,13.4
774,Dickinson,Iowa,IowaDickinson,11230,7438,3661,59889,2921,36.1,14.6,21.2,11.5,16.7,5.3,15.7
775,Dickinson,Kansas,KansasDickinson,9246,7045,2040,49663,3025,29.2,17.2,23.1,12.9,17.6,4.8,21.1
776,Dickinson,Michigan,MichiganDickinson,13268,8469,4569,45681,2503,35.4,17.1,20.9,11.6,15.1,2.3,17
777,Dickson,Tennessee,TennesseeDickson,24342,17619,6098,47398,1843,28.9,16.1,24.6,13.1,17.4,3.3,31.7
778,Dillon,South Carolina,South CarolinaDillon,13101,6582,6436,30866,2021,21.8,18.8,24.9,9.2,25.2,3.7,23.7
779,Dimmit,Texas,TexasDimmit,3666,1384,2264,31384,5343,23.1,24.2,30.2,12.8,9.8,6.7,15.6
780,Dinwiddie,Virginia,VirginiaDinwiddie,15063,8695,6224,54640,3190,27,20.9,24,11.8,16.4,2.3,29.2
781,District,District of Columbia,District of ColumbiaDistrict,37762,1506,35485,77649,1075,61.7,15.3,16.7,2.7,3.6,5.7,30
782,Divide,New Dakota,New DakotaDivide,1202,904,265,54223,11500,36,16.2,15.9,21.1,10.8,16.6,17
783,Dixie,Florida,FloridaDixie,8171,6758,1364,35910,3084,25.9,17.3,24.7,16.1,15.9,5.8,26.7
784,Dixon,Nebraska,NebraskaDixon,3083,2335,651,57036,3616,29.3,16.8,19.1,16.3,18.5,4.9,21
785,Doddridge,West Virginia ,West Virginia Doddridge,3101,2619,435,44437,6711,25.4,18.5,23.9,21.5,10.7,2.6,31.6
786,Dodge,Georgia,GeorgiaDodge,8070,5843,2171,35290,2856,33.6,15.7,22.4,10.9,17.4,2.2,26
787,Dodge,Minnesota,MinnesotaDodge,12153,7774,4074,71078,2490,34.6,16.3,20.5,12.6,16,7.7,24.5
788,Dodge,Nebraska,NebraskaDodge,16835,10963,5526,51748,1807,27.2,17.8,26.4,11,17.6,2.5,18.5
789,Dodge,Wisconsin,WisconsinDodge,48436,31355,16356,56038,1504,26.3,16.1,21.1,10.9,25.6,3.9,23.1
790,Dolores,Colorado,ColoradoDolores,1431,1080,332,40352,7713,26.3,24.3,23.5,17.6,8.3,8.9,19.2
791,Dona,New Mexico,New MexicoDona,,,,,,,,,,,,
792,Doniphan,Kansas,KansasDoniphan,3674,2949,678,50300,3554,29.2,19.8,22,9.2,19.7,6.7,20
793,Donley,Texas,TexasDonley,1648,1438,198,44429,6281,30.5,21.5,22.9,14.7,10.4,5.9,23.6
794,Dooly,Georgia,GeorgiaDooly,4105,2159,1911,33389,5181,22.2,20.2,18.6,11.2,27.9,3.4,21.5
795,Door,Wisconsin,WisconsinDoor,20117,9752,10044,56494,1484,33.1,16.7,21.9,10.9,17.4,6,18.2
796,Dorchester,Maryland,MarylandDorchester,13371,7804,5295,50532,3733,31.8,20,23.4,10.2,14.6,2.6,26.3
797,Dorchester,South Carolina,South CarolinaDorchester,77278,41913,33824,58685,1583,36.5,16.9,25.7,9.3,11.5,4.2,28.8
798,Dougherty,Georgia,GeorgiaDougherty,35308,10449,24579,34541,1950,30.3,22.3,22.9,7.9,16.6,4.4,18.9
799,Douglas,Colorado,ColoradoDouglas,230478,120661,104199,111154,1484,53.7,11.6,25,4.6,5,11,27.6
800,Douglas,Georgia,GeorgiaDouglas,68806,25323,42653,59333,2092,34.3,15.6,26.2,9.2,14.7,4.8,32.7
801,Douglas,Illinois,IllinoisDouglas,8746,6221,2327,52261,2466,27.1,15.4,23.8,11.6,22.2,5.5,20.8
802,Douglas,Kansas,KansasDouglas,57540,16737,39436,54370,1728,45.2,17.5,24,5,8.2,3.8,20.4
803,Douglas,Minnesota,MinnesotaDouglas,24120,15799,7868,58667,2623,35.4,15.9,22.7,9.9,16.1,6.7,17.7
804,Douglas,Missouri,MissouriDouglas,6994,5896,1012,33003,3396,16.3,19.2,23.3,18.7,22.6,3.6,31.5
805,Douglas,Nebraska,NebraskaDouglas,269960,116696,146433,58640,1065,40.5,16.2,25.5,7.5,10.4,3.8,19.3
806,Douglas,Nevada,NevadaDouglas,33537,21237,11390,61176,1683,36.1,23.7,21.4,10,8.7,7.5,23.9
807,Douglas,Oregan,OreganDouglas,63107,42513,18780,44023,1555,28.6,19.1,23.8,12,16.5,5.2,19.5
808,Douglas,South Dakota,South DakotaDouglas,1707,1468,216,52543,3338,36.6,16.6,21.3,13.7,11.8,12.9,13.6
809,Douglas,Washington,WashingtonDouglas,20567,12619,7554,55805,2603,26.6,17.7,23.5,20.3,11.9,3.3,18.2
810,Douglas,Wisconsin,WisconsinDouglas,24677,10923,13218,50730,1644,31.7,21,22.5,9.5,15.3,3.9,22.3
811,Drew,Arkansas,ArkansasDrew,6879,4338,2408,36092,2533,34.2,17.9,25.2,9,13.7,1.7,21.7
812,DuPage,Illinois,IllinoisDuPage,467186,187957,269638,84442,675,45.5,13,25.6,5.4,10.5,6,29.3
813,Dubois,Indiana,IndianaDubois,21805,15032,6292,57307,3230,31.6,14.9,21,9.7,22.7,4.3,19.1
814,Dubuque,Iowa,IowaDubuque,53924,27214,25655,59150,1287,34.9,16.8,24.7,7.7,15.8,4.2,16.4
815,Duchesne,Utah,UtahDuchesne,8442,7445,830,63000,1812,30.7,14.9,17.5,20,17,6.7,20.6
816,Dukes,Massachusetts,MassachusettsDukes,,,,67535,8612,45.2,16.3,17,11.1,10.4,8.2,14.6
817,Dundy,Nebraska,NebraskaDundy,999,883,105,44653,7447,45.1,11.8,18,15.9,9.3,9.1,14.4
818,Dunklin,Missouri,MissouriDunklin,10419,8135,2200,32348,1601,27.9,20.4,21.3,12.4,18,2.3,20.5
819,Dunn,New Dakota,New DakotaDunn,2338,1951,342,68594,10663,34.5,16.2,15,14.3,20.1,11.1,22.9
820,Dunn,Wisconsin,WisconsinDunn,23524,13173,9897,54605,2455,32.3,17.2,22.3,9.8,18.5,6.4,22.9
821,Duplin,North Carolina,North CarolinaDuplin,22510,13703,8676,36679,1679,24.2,17.8,18.9,16,23.1,3,26.1
822,Durham,North Carolina,North CarolinaDurham,177227,31827,142770,56393,1261,49,17,18.9,6.9,8.2,5,22.9
823,Dutchess,New York,New YorkDutchess,119539,59661,57720,75585,1986,39.7,19.4,23.5,9,8.4,5.6,32.2
824,Duval,Florida,FloridaDuval,492556,233687,252450,51296,541,36.6,18.3,27.1,7.8,10.3,4.8,24.5
825,Duval,Texas,TexasDuval,5050,2442,2573,35443,5975,19.6,27.1,18.5,22.2,12.7,6.2,27.6
826,Dyer,Tennessee,TennesseeDyer,15074,11766,3157,44386,2404,30.5,18.2,19.6,8.3,23.5,2.7,20.2
827,Eagle,Colorado,ColoradoEagle,28427,9685,18095,83803,4624,33,26.3,20.8,11.5,8.5,8.9,22.3
828,Early,Georgia,GeorgiaEarly,5187,2722,2437,29493,5666,29.9,12.4,19.5,19.7,18.6,0.3,25.2
829,East,Lousiana,LousianaEast,208182,88420,115577,51436,946,38.1,18.7,24.4,8.4,10.5,2.8,23.6
830,East,Lousiana,LousianaEast,3036,1080,1900,20795,3343,32.7,28,18.4,10.4,10.4,1.7,12.3
831,East,Lousiana,LousianaEast,10509,6064,4280,46964,4848,27,22.6,22.2,14.5,13.7,2.5,30.6
832,Eastland,Texas,TexasEastland,8271,7216,982,32135,3314,28.7,17.4,23.5,13.5,16.8,0.7,18.6
833,Eaton,Michigan,MichiganEaton,64451,31797,31297,59244,1487,34.2,16.5,24.9,8.2,16.2,2.9,22.3
834,Eau,Wisconsin,WisconsinEau,58275,25341,31620,52178,1737,34.5,18.9,24.8,6.6,15.3,6,18.4
835,Echols,Georgia,GeorgiaEchols,1441,1256,167,34315,3790,19.7,13,23.4,27.9,16,3.7,26.8
836,Ector,Texas,TexasEctor,44417,32586,11310,59528,2471,23.4,15.7,25.9,17.9,17.1,2.2,22
837,Eddy,New Dakota,New DakotaEddy,1261,854,383,55294,8615,39.6,16.3,16.4,16.7,11,8.1,17.1
838,Eddy,New Mexico,New MexicoEddy,23222,17454,5424,60703,3524,26.4,17.2,23.4,18.8,14.2,1.8,17.7
839,Edgar,Illinois,IllinoisEdgar,8152,6169,1869,47873,3697,28.2,17.4,19.6,9.2,25.6,4.7,19.4
840,Edgecombe,North Carolina,North CarolinaEdgecombe,25344,9162,16027,32929,1973,24.1,20.4,22.4,10.5,22.6,2.1,22
841,Edgefield,South Carolina,South CarolinaEdgefield,13304,8184,4953,47500,2412,28.8,15.6,22.3,15.3,18,2.3,25.2
842,Edmonson,Kentucky,KentuckyEdmonson,6131,4828,1227,41114,4167,25.9,21.1,21.7,15.3,16.1,1.6,29.8
843,Edmunds,South Dakota,South DakotaEdmunds,1985,1538,417,65380,7943,36.6,13.7,20.3,16.3,13.1,8.4,16.8
844,Edwards,Illinois,IllinoisEdwards,3368,2833,488,49632,3182,25.1,13.9,22.2,15,23.8,4.3,20.9
845,Edwards,Kansas,KansasEdwards,1413,1127,267,50229,2624,31,14.5,20.1,14.3,20.1,5.7,19.2
846,Edwards,Texas,TexasEdwards,1064,893,166,48462,24610,14,22.1,37.2,23.5,3.3,16.3,16.3
847,Effingham,Georgia,GeorgiaEffingham,31624,23357,7720,64279,3102,32.1,13.7,21,14.6,18.6,2.1,31.1
848,Effingham,Illinois,IllinoisEffingham,19041,14983,3700,54655,2216,30.6,16.4,23,11.4,18.6,3.4,17.3
849,El,California,CaliforniaEl,114766,60967,51157,74885,2565,41.4,19,24.2,8.2,7,8.3,29.1
850,El,Colorado,ColoradoEl,375058,200968,160265,62535,844,40.8,18.4,23.9,8.4,8.4,6.3,23
851,El,Texas,TexasEl,254576,81235,168801,43244,675,30.1,20.9,27,9.1,12.9,3.5,23.4
852,Elbert,Colorado,ColoradoElbert,18554,13722,4395,92849,4456,42.3,14.4,20.1,12.2,11,10.7,40.4
853,Elbert,Georgia,GeorgiaElbert,9171,6226,2879,35207,3455,25.8,14.8,20.8,10,28.5,1.8,20.8
854,Elk,Kansas,KansasElk,1347,1130,191,39405,4007,34.7,21.2,13.7,14.5,15.9,6.8,27
855,Elk,Pennsylvania,PennsylvaniaElk,16713,11993,4478,49876,2142,26.3,14,18.6,8.4,32.8,3.7,18.8
856,Elkhart,Indiana,IndianaElkhart,73225,46311,25413,52449,1232,25.5,14.2,21.6,7.3,31.5,3.5,19.4
857,Elko,Nevada,NevadaElko,21081,16057,4381,76178,4026,25.8,20.2,20.7,21.6,11.6,4.4,31.3
858,Elliott,Kentucky,KentuckyElliott,2995,2246,712,29043,3764,21.3,19.4,19.6,27.2,12.5,3.2,39
859,Ellis,Kansas,KansasEllis,13501,9569,3633,49562,3498,33.1,20,25.8,10.8,10.4,3.6,12.8
860,Ellis,Oklahoma,OklahomaEllis,1873,1688,162,50594,3569,33.3,12.4,22.2,16.7,15.4,5.9,18.7
861,Ellis,Texas,TexasEllis,85566,56651,27513,67371,2205,33.2,13.5,25.8,11.8,15.7,5,29.3
862,Ellsworth,Kansas,KansasEllsworth,2806,2106,646,48550,4820,34.1,20.8,18.7,12,14.4,4.8,16.5
863,Elmore,Alabama,AlabamaElmore,40891,30089,10304,54981,2614,34.8,13.2,26.3,11,14.7,2.2,28
864,Elmore,Idaho,IdahoElmore,10205,7246,2601,45154,2005,28.3,17.1,20.5,18.6,15.5,4.2,17.2
865,Emanuel,Georgia,GeorgiaEmanuel,9501,6551,2884,33089,3041,25.7,20.5,20.5,13.2,20.2,2.3,27.9
866,Emery,Utah,UtahEmery,4816,4166,566,51852,1883,29,20.9,18.5,17.5,14.1,6.8,19.8
867,Emmet,Iowa,IowaEmmet,4850,3265,1520,47419,5869,31.4,16.7,19.1,12,20.8,7,16.7
868,Emmet,Michigan,MichiganEmmet,22176,12135,9662,51475,1871,35,22,23,10.3,9.8,5.9,19.1
869,Emmons,New Dakota,New DakotaEmmons,2009,1738,237,46581,4189,41.4,14.6,23.4,13.4,7.3,15.5,15.8
870,Emporia,Virginia,VirginiaEmporia,2379,754,1612,27426,7596,31.1,15.4,22.5,9,22.1,2.9,17.9
871,Erath,Texas,TexasErath,16837,13669,2914,47013,2530,32.1,21.6,19.5,12.1,14.8,4.5,19.9
872,Erie,New York,New YorkErie,383952,178349,198808,54006,578,38.7,18.5,25.4,6.3,11.2,2.8,21.3
873,Erie,Ohio,OhioErie,39523,21724,17142,51033,1456,30.7,21.2,20.7,8.9,18.5,2.7,21
874,Erie,Pennsylvania,PennsylvaniaErie,137184,66912,68336,48192,1037,33.7,20.6,23.2,7.2,15.3,3.6,19.3
875,Escambia,Alabama,AlabamaEscambia,15861,10844,4894,35026,2265,24.6,21.2,24.6,11.3,18.3,0.8,22.6
876,Escambia,Florida,FloridaEscambia,170311,96655,70893,47361,949,32.6,20.6,28.8,8.3,9.7,9,21.9
877,Esmeralda,Nevada,NevadaEsmeralda,474,389,72,39405,8125,31,15.4,9.8,28.1,15.8,9,15.9
878,Essex,Massachusetts,MassachusettsEssex,2485,790,1629,73533,773,41.2,18.7,22.5,7,10.6,5.7,29.8
879,Essex,New Jersey,New JerseyEssex,308715,68038,237981,57365,959,37.9,20.2,23.4,7.1,11.3,3.6,34.4
880,Essex,New York,New YorkEssex,15185,7953,6970,55294,2424,32.2,23.7,22,11.3,10.8,6.1,21.9
881,Essex,Virginia,VirginiaEssex,6171,3075,3038,50629,3173,26.9,15.5,30.2,13,14.5,3.7,35
882,Essex,Vermont,VermontEssex,13443,3415,9573,38767,2389,27.8,24.6,17.5,13.5,16.5,6.2,26
883,Estill,Kentucky,KentuckyEstill,6538,5100,1355,30692,2809,24.5,15.5,18.8,12.6,28.5,3.2,33.4
884,Etowah,Alabama,AlabamaEtowah,47460,35343,11487,42064,1487,29.7,18.5,21.8,9.4,20.5,4.4,24
885,Eureka,Nevada,NevadaEureka,942,833,92,67159,29806,30.6,13.6,17.7,25.3,12.7,4.4,22.5
886,Evangeline,Lousiana,LousianaEvangeline,15412,11053,4158,31745,1823,27.7,20.1,21.7,15.8,14.7,1.4,28.3
887,Evans,Georgia,GeorgiaEvans,4247,2888,1324,38736,4754,29.3,15.5,22.9,13.5,18.9,4.9,23.6
888,Fairfax,Virginia,VirginiaFairfax,596358,168401,419943,117515,1314,56.6,14.7,18.4,5.7,4.7,6.3,32.1
889,Fairfax,Virginia,VirginiaFairfax,13397,4002,9192,106870,5914,53,18.1,18.6,6.8,3.6,7.2,31.2
890,Fairfield,Connecticut,ConnecticutFairfield,35414,12052,22861,89773,1202,44.5,18.3,22.6,7.3,7.3,5.9,30.4
891,Fairfield,Ohio,OhioFairfield,81564,49714,30634,63424,1617,36.5,17,25.1,8,13.4,3.9,28.3
892,Fairfield,South Carolina,South CarolinaFairfield,12136,4625,7382,35551,4292,24.2,21.4,22.9,9.7,21.9,2.9,31.1
893,Fall,South Dakota,South DakotaFall,4042,2878,1053,48862,4485,32.7,25.4,17.2,10.7,14,6.8,15.8
894,Fallon,Montana,MontanaFallon,1575,1375,172,56806,11052,25.3,17.4,18.2,23.1,16,9.6,13.1
895,Falls,Virginia,VirginiaFalls,8750,1490,7146,114795,7917,67.3,11.7,16,2.1,2.9,6.7,28.9
896,Falls,Texas,TexasFalls,6133,4177,1899,38834,4055,23,19.1,20.3,14.5,23.1,3.2,26.7
897,Fannin,Georgia,GeorgiaFannin,14850,12169,2571,43344,5020,29.6,20.6,23.5,13.7,12.5,5.4,26.9
898,Fannin,Texas,TexasFannin,14969,12150,2638,47875,2798,31.7,16.4,22.6,12.9,16.5,5.5,29.7
899,Faribault,Minnesota,MinnesotaFaribault,7892,5191,2531,50847,2087,32.7,15.4,19.8,13.8,18.2,6.6,18.8
900,Faulk,South Dakota,South DakotaFaulk,1182,964,198,46750,12352,41.3,20.4,15.3,11.9,11.1,12.6,12.2
901,Faulkner,Arkansas,ArkansasFaulkner,54264,34338,18267,50316,2016,36,17.4,25.1,10.4,11.1,3.4,24
902,Fauquier,Virginia,VirginiaFauquier,43448,25106,17565,94775,3957,42.8,16.6,20.8,12.4,7.4,7.3,39.8
903,Fayette,Alabama,AlabamaFayette,8756,7295,1390,36541,2175,29,17.9,18.9,10.8,23.5,2.4,27.9
904,Fayette,Georgia,GeorgiaFayette,69238,36372,31933,84861,3591,44.8,12.5,23.6,7.3,11.9,8.5,31.2
905,Fayette,Iowa,IowaFayette,10184,6145,3834,48412,2550,30.2,19.8,18.5,11.5,20.1,8.4,19.5
906,Fayette,Illinois,IllinoisFayette,10033,8025,1815,44541,2599,24.2,22.5,20.9,12.3,20.1,2.5,22.7
907,Fayette,Indiana,IndianaFayette,10146,7755,2237,41476,2097,24.4,18.5,22.5,8.8,25.7,3.4,26.1
908,Fayette,Kentucky,KentuckyFayette,152664,58845,90566,53013,1131,42.9,18.1,22.9,6,10.1,4.4,20.9
909,Fayette,Ohio,OhioFayette,12305,9220,2911,44289,2298,26.7,16.8,24.2,10.5,21.9,3.4,24
910,Fayette,Pennsylvania,PennsylvaniaFayette,59941,39978,19518,41632,1212,27.7,19.6,22.8,11.8,18.1,2.9,26.3
911,Fayette,Tennessee,TennesseeFayette,22928,15661,7000,57919,2472,33.9,13,24.9,12.7,15.5,4.3,33.1
912,Fayette,Texas,TexasFayette,12924,10163,2650,56941,5047,22.3,18.7,26.2,16.2,16.6,3.1,22.8
913,Fayette,West Virginia ,West Virginia Fayette,16862,11580,5063,39297,2432,28.7,20.5,25.1,14.1,11.6,1.9,28.2
914,Fentress,Tennessee,TennesseeFentress,8687,7403,1210,32616,2871,21.2,25.4,18.2,16,19.2,5.7,23.2
915,Fergus,Montana,MontanaFergus,6487,4830,1491,47110,4545,36.9,14.7,27.5,11.8,9.1,8.7,12.4
916,Ferry,Washington,WashingtonFerry,4292,2735,1465,41081,2040,37,16.7,20,15.4,11,8.7,22.2
917,Fillmore,Minnesota,MinnesotaFillmore,12104,7301,4551,57093,1913,34.8,16.7,19,14.9,14.6,7.7,26.5
918,Fillmore,Nebraska,NebraskaFillmore,3134,2359,693,56750,2717,34.2,15.3,20.3,15.4,14.8,4.8,16.3
919,Finney,Kansas,KansasFinney,11466,7079,4155,51703,1928,22.8,18.4,20.6,15.2,23,2.8,14.3
920,Fisher,Texas,TexasFisher,1826,1448,352,45294,3897,32.8,16.6,19.8,17.2,13.6,3.5,21.3
921,Flagler,Florida,FloridaFlagler,71846,43039,28148,51049,1256,31.6,19.3,31.9,9.4,7.8,7.7,25.7
922,Flathead,Montana,MontanaFlathead,60132,38233,20238,51410,1582,34,18.3,26.1,12,9.6,5.8,19.1
923,Fleming,Kentucky,KentuckyFleming,7066,5534,1474,41095,3661,28.2,12,23.1,18,18.7,2.9,29.4
924,Florence,South Carolina,South CarolinaFlorence,64510,32615,31153,43310,1958,34.7,19,24.2,7.8,14.4,3.4,23.1
925,Florence,Wisconsin,WisconsinFlorence,2940,2133,781,47827,4848,27.9,19,22.4,12.3,18.4,4.1,19.7
926,Floyd,Georgia,GeorgiaFloyd,38588,27120,10972,46096,2012,29,20.3,22,10.4,18.3,4.8,22.3
927,Floyd,Iowa,IowaFloyd,8026,4730,3168,48607,3763,34.1,13.7,24.4,9.8,17.9,8,19
928,Floyd,Indiana,IndianaFloyd,41742,23385,17507,59451,1921,36.7,14.5,25.1,8.1,15.6,3.9,22.6
929,Floyd,Kentucky,KentuckyFloyd,16381,12211,3855,31196,1812,29.5,19.1,27.3,11,13.2,2.1,23
930,Floyd,Texas,TexasFloyd,2035,1581,437,48767,4541,30,17.1,15.6,22.9,14.4,7.4,14.9
931,Floyd,Virginia,VirginiaFloyd,9376,6225,3004,48396,4500,30.7,15.6,19.1,15.8,18.9,6.5,31.6
932,Fluvanna,Virginia,VirginiaFluvanna,15795,8155,7414,67964,4057,45,14.3,22.6,10.2,7.8,6.2,33.4
933,Foard,Texas,TexasFoard,551,445,99,50000,15300,22.2,22.7,23.5,15.1,16.6,2.4,20.8
934,Fond,Wisconsin,WisconsinFond,57251,35754,20588,57798,1461,30.2,16.6,21.1,11,21.1,4,20.3
935,Ford,Illinois,IllinoisFord,6809,4956,1691,50851,3131,31.1,17.2,19.8,13.6,18.4,4.9,22.3
936,Ford,Kansas,KansasFord,8850,5763,2926,49890,3711,24.3,14.4,16.1,15.2,30,2.3,14.4
937,Forest,Pennsylvania,PennsylvaniaForest,2621,1864,715,37106,3313,24.5,22.6,24.8,11.1,17,3.3,26.9
938,Forest,Wisconsin,WisconsinForest,5052,3287,1722,43356,2127,27.8,20.1,20.6,13.8,17.7,5.6,20.3
939,Forrest,Mississippi,MississippiForrest,26540,15326,10603,39555,2944,34,17.2,26.2,9.3,13.4,1.2,21.6
940,Forsyth,Georgia,GeorgiaForsyth,129305,85122,42203,96445,2452,51.1,11.3,24.8,6.1,6.7,10.9,32.7
941,Forsyth,North Carolina,North CarolinaForsyth,198469,84176,111769,48369,954,39.5,17.8,23,7,12.6,5,21.4
942,Fort,Texas,TexasFort,357833,157595,195191,93645,1349,50.4,12,23.1,6.4,8.1,4.9,33
943,Foster,New Dakota,New DakotaFoster,1778,1362,373,59500,6142,37.4,13.6,21.7,12.7,14.8,5.7,12.9
944,Fountain,Indiana,IndianaFountain,7978,6151,1627,46669,2741,26.4,13.5,17.5,12,30.6,3.3,25.4
945,Franklin,Alabama,AlabamaFranklin,12564,10364,2085,39501,2912,24.4,13.9,21.1,11.9,28.7,1.9,28.4
946,Franklin,Arkansas,ArkansasFranklin,7125,5675,1299,39472,2697,27.5,15.8,23.8,11.5,21.4,5.1,26.8
947,Franklin,Florida,FloridaFranklin,6857,4675,2118,41267,3706,29.8,23.6,17.9,19.5,9.2,4.9,19.3
948,Franklin,Georgia,GeorgiaFranklin,10786,9069,1593,39246,4427,29.8,15.6,18.3,14.4,21.9,4.3,25.8
949,Franklin,Iowa,IowaFranklin,5119,3422,1626,48172,3111,31.1,16.1,17.3,15.4,20.1,5.8,16.8
950,Franklin,Idaho,IdahoFranklin,6664,5845,657,51583,5632,27.1,12.2,23.7,16.7,20.3,4.9,25
951,Franklin,Illinois,IllinoisFranklin,18488,13514,4690,39454,1722,25.8,20.9,22.2,13.5,17.7,2.9,24.8
952,Franklin,Indiana,IndianaFranklin,12018,9691,2137,55588,2557,31.6,15.6,18.8,12.9,21.1,4,30.1
953,Franklin,Kansas,KansasFranklin,12247,8326,3623,53167,2539,29.9,17.1,21.7,12.5,18.7,4.3,23.7
954,Franklin,Kentucky,KentuckyFranklin,26059,12900,12650,53539,1867,37.4,14.8,25.4,8.2,14.2,2.6,19
955,Franklin,Massachusetts,MassachusettsFranklin,19667,7073,12053,57307,2221,41.5,18.6,20.2,8.9,10.7,6.6,24.2
956,Franklin,Maine,MaineFranklin,861,459,381,45541,2739,32,20.4,22.3,12.7,12.5,6,23.7
957,Franklin,Missouri,MissouriFranklin,53750,38034,14561,53849,1753,30.2,15.5,22.7,12.3,19.3,2.9,28.3
958,Franklin,Mississippi,MississippiFranklin,4431,2894,1476,42388,6189,28.2,13.1,19.1,22.6,16.9,1.9,31.4
959,Franklin,North Carolina,North CarolinaFranklin,37079,20748,15776,48344,1664,31.5,16.7,24.1,14.2,13.5,5.2,31.7
960,Franklin,Nebraska,NebraskaFranklin,1721,1434,276,49453,2456,34.8,15,18.8,15,16.4,5.4,18.2
961,Franklin,New York,New YorkFranklin,15397,8530,6586,50733,1529,31.6,27.3,19.5,10.1,11.5,5.8,20.9
962,Franklin,Ohio,OhioFranklin,604058,203154,391584,56319,509,42.4,16.9,24.1,5.1,11.5,4.4,21.8
963,Franklin,Pennsylvania,PennsylvaniaFranklin,80896,57308,22468,58267,1638,30.8,17.1,23.1,10.4,18.5,3.7,24.4
964,Franklin,Tennessee,TennesseeFranklin,19146,13977,4863,46882,2380,29.5,16,21.7,11,21.8,2.4,22.4
965,Franklin,Texas,TexasFranklin,5000,4153,803,43967,4356,24.3,14.6,26.8,16.9,17.4,5.5,23.9
966,Franklin,Virginia,VirginiaFranklin,29630,20895,8381,51208,3353,32.8,15.3,24.1,11.5,16.2,6.4,30.2
967,Franklin,Vermont,VermontFranklin,754,407,318,62214,2360,36.2,16.1,21.9,11.7,14.2,4.9,25.3
968,Franklin,Washington,WashingtonFranklin,31833,17849,13148,60275,1817,25.6,17.6,18,22.1,16.7,3.4,21.5
969,Franklin,Lousiana,LousianaFranklin,9720,6970,2658,34722,2998,25.5,15.2,28.5,17.9,12.9,3,21.8
970,Franklin,Virginia,VirginiaFranklin,4047,1487,2525,38760,4679,30.6,26.2,19.8,10.7,12.6,3.4,26.2
971,Frederick,Maryland,MarylandFrederick,139768,62057,74622,88502,1557,46.1,15.5,22.3,8.8,7.4,6.1,35
972,Frederick,Virginia,VirginiaFrederick,48736,30755,17200,71037,1954,37.3,13.3,24.2,11.5,13.7,4.6,31.1
973,Fredericksburg,Virginia,VirginiaFredericksburg,12794,4037,8517,57258,3631,45.4,23.1,20.9,5.1,5.5,7.6,27.7
974,Freeborn,Minnesota,MinnesotaFreeborn,16791,9578,6889,51174,1600,27.5,19.5,19.9,11.8,21.2,2.5,18.7
975,Freestone,Texas,TexasFreestone,8678,6966,1629,45890,4462,26.4,24.9,19.3,14.1,15.3,2.7,25.7
976,Fremont,Colorado,ColoradoFremont,25058,17231,7170,44712,1951,30.8,25.7,23.7,12.7,7.2,4.3,22.7
977,Fremont,Iowa,IowaFremont,3855,2711,1078,54430,3310,34.8,17.2,17.9,11.7,18.3,3.6,24.5
978,Fremont,Idaho,IdahoFremont,6719,5548,998,51806,2998,28.2,15,22.7,19,15.1,5.7,25.9
979,Fremont,Wyoming,WyomingFremont,18111,12007,5519,55013,2341,33.5,20.7,19.4,14.8,11.5,6.6,17.9
980,Fresno,California,CaliforniaFresno,356004,160689,188224,48730,655,29.1,19.6,23,14.8,13.5,4.3,22.4
981,Frio,Texas,TexasFrio,5264,2812,2421,37382,4996,19.2,22.3,17.5,20.5,20.5,2.3,15.8
982,Frontier,Nebraska,NebraskaFrontier,1440,1229,189,52090,2358,35.4,15.9,21.5,18,9.2,8.9,20.3
983,Fulton,Arkansas,ArkansasFulton,5098,3944,1031,36051,3683,29.7,18.7,21.7,14.4,15.6,3.3,23.3
984,Fulton,Georgia,GeorgiaFulton,524532,137200,381057,61336,792,50.1,14.6,24,3.9,7.4,8.2,28.1
985,Fulton,Illinois,IllinoisFulton,16517,9798,6371,48599,1862,30.6,20.8,20.2,10.7,17.8,2.6,24.7
986,Fulton,Indiana,IndianaFulton,9110,6667,2274,47108,3650,23.1,15.2,19.6,11.3,30.8,4.6,22.8
987,Fulton,Kentucky,KentuckyFulton,2421,1605,791,28274,4692,29.9,25.7,17.8,8.1,18.5,6.5,21.9
