County,State,Abbreviation,Male,Female,Median Age,Population (2014-2020)
Duval,Texas,TexasDuval,5758,5597,36.1,11355
Eastland,Texas,TexasEastland,9245,9025,42.4,18270
Ector,Texas,TexasEctor,80249,78093,30.3,158342
Edwards,Texas,TexasEdwards,1062,993,49.3,2055
Ellis,Texas,TexasEllis,83184,85654,36.1,168838
El,Texas,TexasEl,411682,425972,32,837654
Erath,Texas,TexasErath,20216,21266,30,41482
Falls,Texas,TexasFalls,8189,9110,39.3,17299
Fannin,Texas,TexasFannin,18034,16141,41.9,34175
Fayette,Texas,TexasFayette,12351,12715,47,25066
Fisher,Texas,TexasFisher,1879,2004,44.4,3883
Floyd,Texas,TexasFloyd,2885,2987,36.9,5872
Foard,Texas,TexasFoard,712,696,49.3,1408
Fort,Texas,TexasFort,363177,376165,36,739342
Franklin,Texas,TexasFranklin,5362,5317,43,10679
Freestone,Texas,TexasFreestone,10163,9546,40.4,19709
Frio,Texas,TexasFrio,11580,7814,31.4,19394
Gaines,Texas,TexasGaines,10320,10001,27.9,20321
Galveston,Texas,TexasGalveston,161269,165820,37.5,327089
Garza,Texas,TexasGarza,4070,2218,39,6288
Gillespie,Texas,TexasGillespie,12731,13477,50.3,26208
Glasscock,Texas,TexasGlasscock,787,643,36,1430
Goliad,Texas,TexasGoliad,3734,3797,46,7531
Gonzales,Texas,TexasGonzales,10448,10219,36.5,20667
Gray,Texas,TexasGray,11903,10782,36.6,22685
Grayson,Texas,TexasGrayson,62737,65823,39.9,128560
Gregg,Texas,TexasGregg,60208,63286,35.4,123494
Grimes,Texas,TexasGrimes,14892,12738,40.3,27630
Guadalupe,Texas,TexasGuadalupe,76850,78287,36.7,155137
Hale,Texas,TexasHale,17751,16362,33.1,34113
Hall,Texas,TexasHall,1546,1528,43.5,3074
Hamilton,Texas,TexasHamilton,4070,4199,46,8269
Hansford,Texas,TexasHansford,2783,2764,34.3,5547
Hardeman,Texas,TexasHardeman,1938,2014,42.4,3952
Hardin,Texas,TexasHardin,27342,29037,39,56379
Harris,Texas,TexasHarris,2288295,2314228,33.3,4602523
Harrison,Texas,TexasHarrison,32556,34089,37.9,66645
Hartley,Texas,TexasHartley,3411,2356,39.1,5767
Haskell,Texas,TexasHaskell,3071,2738,42.4,5809
Hays,Texas,TexasHays,101636,102514,31.6,204150
Hemphill,Texas,TexasHemphill,1965,2096,35.2,4061
Henderson,Texas,TexasHenderson,39097,41363,43.9,80460
Hidalgo,Texas,TexasHidalgo,415443,433946,29.1,849389
Hill,Texas,TexasHill,17603,17796,42.1,35399
Hockley,Texas,TexasHockley,11428,11734,33.5,23162
Hood,Texas,TexasHood,28004,28897,46.7,56901
Hopkins,Texas,TexasHopkins,17801,18439,39.5,36240
Houston,Texas,TexasHouston,12432,10523,44,22955
Howard,Texas,TexasHoward,20732,15935,36.6,36667
Hudspeth,Texas,TexasHudspeth,2019,2079,37.6,4098
Hunt,Texas,TexasHunt,45279,46873,37.8,92152
Hutchinson,Texas,TexasHutchinson,10797,10774,37.3,21571
Irion,Texas,TexasIrion,836,688,44.1,1524
Jack,Texas,TexasJack,4987,3855,39.7,8842
Jackson,Texas,TexasJackson,7226,7594,38.5,14820
Jasper,Texas,TexasJasper,17501,18003,40.9,35504
Jeff,Texas,TexasJeff,1114,1120,54.8,2234
Jefferson,Texas,TexasJefferson,130660,124550,36,255210
Jim,Texas,TexasJim,2550,2732,34.7,5282
Jim,Texas,TexasJim,20178,21014,34.8,41192
Johnson,Texas,TexasJohnson,81568,81907,36.8,163475
Jones,Texas,TexasJones,12507,7384,38.5,19891
Karnes,Texas,TexasKarnes,9133,6254,34.7,15387
Kaufman,Texas,TexasKaufman,58360,60550,35.6,118910
Kendall,Texas,TexasKendall,20415,21567,42.1,41982
Kenedy,Texas,TexasKenedy,286,309,39.5,595
Kent,Texas,TexasKent,327,422,51.8,749
Kerr,Texas,TexasKerr,24886,26479,47.7,51365
Kimble,Texas,TexasKimble,2154,2254,52.9,4408
King,Texas,TexasKing,118,110,46.5,228
Kinney,Texas,TexasKinney,2290,1385,41.7,3675
Kleberg,Texas,TexasKleberg,16052,15373,28,31425
Knox,Texas,TexasKnox,1853,1880,39.5,3733
Lamar,Texas,TexasLamar,23917,25615,40.8,49532
Lamb,Texas,TexasLamb,6710,6552,36,13262
Lampasas,Texas,TexasLampasas,10187,10453,42.2,20640
La,Texas,TexasLa,4408,3001,33.8,7409
Lavaca,Texas,TexasLavaca,9684,10257,43.5,19941
Lee,Texas,TexasLee,8558,8394,41.5,16952
Leon,Texas,TexasLeon,8602,8496,45,17098
Liberty,Texas,TexasLiberty,40439,41423,35.7,81862
Limestone,Texas,TexasLimestone,12056,11459,40,23515
Lipscomb,Texas,TexasLipscomb,1840,1629,34.9,3469
Live,Texas,TexasLive,6634,5489,42.2,12123
Llano,Texas,TexasLlano,10138,10502,57.6,20640
Loving,Texas,TexasLoving,58,44,55.4,102
Lubbock,Texas,TexasLubbock,148631,152823,30.7,301454
Lynn,Texas,TexasLynn,2977,2831,38.2,5808
McCulloch,Texas,TexasMcCulloch,4260,3838,44.6,8098
McLennan,Texas,TexasMcLennan,121359,127070,33.2,248429
McMullen,Texas,TexasMcMullen,387,275,40.2,662
Madison,Texas,TexasMadison,8127,6001,34.7,14128
Marion,Texas,TexasMarion,4915,5168,50.1,10083
Martin,Texas,TexasMartin,2934,2680,32.2,5614
Mason,Texas,TexasMason,2146,2015,46.9,4161
Matagorda,Texas,TexasMatagorda,18319,18424,37.8,36743
Maverick,Texas,TexasMaverick,28736,29234,29.6,57970
Medina,Texas,TexasMedina,25551,23783,39.3,49334
Menard,Texas,TexasMenard,1117,1006,49.1,2123
Midland,Texas,TexasMidland,82543,81651,31.7,164194
Milam,Texas,TexasMilam,12343,12321,41.3,24664
Mills,Texas,TexasMills,2329,2573,50.6,4902
Mitchell,Texas,TexasMitchell,5383,3175,34.1,8558
Montague,Texas,TexasMontague,9403,10006,43.4,19409
Montgomery,Texas,TexasMontgomery,274604,279841,36.9,554445
Moore,Texas,TexasMoore,11438,10363,30.2,21801
Morris,Texas,TexasMorris,5981,6443,43,12424
Motley,Texas,TexasMotley,580,576,38.3,1156
Nacogdoches,Texas,TexasNacogdoches,31365,34193,30.6,65558
Navarro,Texas,TexasNavarro,23845,24738,38.6,48583
Newton,Texas,TexasNewton,7233,6824,44.3,14057
Nolan,Texas,TexasNolan,7669,7297,38.5,14966
Nueces,Texas,TexasNueces,178020,182466,35.3,360486
Ochiltree,Texas,TexasOchiltree,5230,5118,31.6,10348
Oldham,Texas,TexasOldham,1145,945,29.8,2090
Orange,Texas,TexasOrange,41630,42417,37.8,84047
Palo,Texas,TexasPalo,13987,14330,40.5,28317
Panola,Texas,TexasPanola,11498,11942,39.3,23440
Parker,Texas,TexasParker,64448,65354,39.7,129802
Parmer,Texas,TexasParmer,5059,4793,33.9,9852
Pecos,Texas,TexasPecos,9010,6787,35.9,15797
Polk,Texas,TexasPolk,25878,21959,43.6,47837
Potter,Texas,TexasPotter,62295,58604,33.8,120899
Presidio,Texas,TexasPresidio,3497,3626,41.8,7123
Rains,Texas,TexasRains,5868,5605,48.3,11473
Randall,Texas,TexasRandall,65083,67392,35.6,132475
Reagan,Texas,TexasReagan,1951,1801,31.4,3752
Real,Texas,TexasReal,1426,1963,55,3389
Red,Texas,TexasRed,5986,6289,45.6,12275
Reeves,Texas,TexasReeves,8689,6436,35.6,15125
Refugio,Texas,TexasRefugio,3586,3650,41.9,7236
Roberts,Texas,TexasRoberts,401,484,38,885
Robertson,Texas,TexasRobertson,8296,8594,40.9,16890
Rockwall,Texas,TexasRockwall,46167,47475,37.6,93642
Runnels,Texas,TexasRunnels,5233,5077,40.8,10310
Rusk,Texas,TexasRusk,28379,25216,38.5,53595
Sabine,Texas,TexasSabine,5072,5386,52.7,10458
SanAugustine,Texas,TexasSanAugustine,4085,4242,49.4,8327
SanJacinto,Texas,TexasSanJacinto,13718,14101,44.7,27819
SanPatricio,Texas,TexasSanPatricio,33721,33325,35.3,67046
SanSaba,Texas,TexasSanSaba,3073,2889,40.7,5962
Schleicher,Texas,TexasSchleicher,1542,1519,35,3061
Scurry,Texas,TexasScurry,9425,7814,36.1,17239
Shackelford,Texas,TexasShackelford,1770,1541,43,3311
Shelby,Texas,TexasShelby,12572,12906,37.2,25478
Sherman,Texas,TexasSherman,1574,1484,40.4,3058
Smith,Texas,TexasSmith,108730,116285,36.6,225015
Somervell,Texas,TexasSomervell,4192,4551,40.9,8743
Starr,Texas,TexasStarr,31073,32821,28.7,63894
Stephens,Texas,TexasStephens,4808,4564,38.6,9372
Sterling,Texas,TexasSterling,622,519,44.9,1141
Stonewall,Texas,TexasStonewall,730,655,52,1385
Sutton,Texas,TexasSutton,2116,1749,38.4,3865
Swisher,Texas,TexasSwisher,4036,3448,35.7,7484
Tarrant,Texas,TexasTarrant,988765,1031212,34.3,2019977
Taylor,Texas,TexasTaylor,66718,69630,32.3,136348
Terrell,Texas,TexasTerrell,429,433,51.9,862
Terry,Texas,TexasTerry,6515,6100,34.7,12615
Throckmorton,Texas,TexasThrockmorton,694,873,46.6,1567
Titus,Texas,TexasTitus,16046,16684,33.8,32730
Tom,Texas,TexasTom,58343,59123,33.9,117466
Travis,Texas,TexasTravis,607356,595810,33.9,1203166
Trinity,Texas,TexasTrinity,7011,7558,48.7,14569
Tyler,Texas,TexasTyler,11738,9758,42.7,21496
Upshur,Texas,TexasUpshur,20224,20545,40.9,40769
Upton,Texas,TexasUpton,1843,1791,37.2,3634
Uvalde,Texas,TexasUvalde,13083,13926,33.9,27009
Val,Texas,TexasVal,24925,24102,31.7,49027
Van,Texas,TexasVan,26619,27749,42.9,54368
Victoria,Texas,TexasVictoria,44999,46971,35.7,91970
Walker,Texas,TexasWalker,41642,29897,35.4,71539
Waller,Texas,TexasWaller,24869,25118,29,49987
Ward,Texas,TexasWard,5864,5722,33.2,11586
Washington,Texas,TexasWashington,17259,17537,41.6,34796
Webb,Texas,TexasWebb,132906,139147,28.6,272053
Wharton,Texas,TexasWharton,20395,21156,37.2,41551
Wheeler,Texas,TexasWheeler,2844,2638,39,5482
Wichita,Texas,TexasWichita,68325,63493,34.3,131818
Wilbarger,Texas,TexasWilbarger,6347,6559,37.8,12906
Willacy,Texas,TexasWillacy,11681,10073,33.6,21754
Williamson,Texas,TexasWilliamson,259443,267614,36.1,527057
Wilson,Texas,TexasWilson,24197,24001,40.2,48198
Winkler,Texas,TexasWinkler,3977,3825,32.5,7802
Wise,Texas,TexasWise,32424,32215,38.4,64639
Wood,Texas,TexasWood,21807,22008,48.2,43815
Yoakum,Texas,TexasYoakum,4438,4133,31.2,8571
Young,Texas,TexasYoung,8930,9184,41.4,18114
Zapata,Texas,TexasZapata,7177,7192,29.6,14369
Zavala,Texas,TexasZavala,6208,5923,32.9,12131
Beaver,Utah,UtahBeaver,3280,3163,33.4,6443
Box,Utah,UtahBox,26887,26114,32.5,53001
Cache,Utah,UtahCache,61354,60982,25.1,122336
Carbon,Utah,UtahCarbon,10055,10301,37.2,20356
Daggett,Utah,UtahDaggett,359,253,46.1,612
Davis,Utah,UtahDavis,171584,169037,30.8,340621
Duchesne,Utah,UtahDuchesne,10312,9907,31,20219
Emery,Utah,UtahEmery,5234,5014,35.4,10248
Garfield,Utah,UtahGarfield,2594,2423,41.2,5017
Grand,Utah,UtahGrand,4779,4837,40.7,9616
Iron,Utah,UtahIron,24834,24857,29.1,49691
Juab,Utah,UtahJuab,5590,5358,30.4,10948
Kane,Utah,UtahKane,3693,3657,41.7,7350
Millard,Utah,UtahMillard,6545,6188,35.8,12733
Morgan,Utah,UtahMorgan,5824,5567,32.4,11391
Piute,Utah,UtahPiute,1020,884,44.7,1904
Rich,Utah,UtahRich,1152,1198,30.6,2350
Salt,Utah,UtahSalt,562543,558262,32.6,1120805
SanJuan,Utah,UtahSanJuan,7670,7611,31.5,15281
Sanpete,Utah,UtahSanpete,15412,13954,31.9,29366
Sevier,Utah,UtahSevier,10815,10303,35.2,21118
Summit,Utah,UtahSummit,20766,19745,39,40511
Tooele,Utah,UtahTooele,32871,32314,31.3,65185
Uintah,Utah,UtahUintah,18496,17827,30.3,36323
Utah,Utah,UtahUtah,298256,292184,24.6,590440
Wasatch,Utah,UtahWasatch,15544,14979,33.4,30523
Washington,Utah,UtahWashington,79500,81037,36.4,160537
Wayne,Utah,UtahWayne,1397,1297,41,2694
Weber,Utah,UtahWeber,124402,123329,32.5,247731
Addison,Vermont,VermontAddison,18272,18667,43.7,36939
Bennington,Vermont,VermontBennington,17611,18309,47,35920
Caledonia,Vermont,VermontCaledonia,15218,15207,44.2,30425
Chittenden,Vermont,VermontChittenden,79547,82505,36.5,162052
Essex,Vermont,VermontEssex,3135,3073,50.4,6208
Franklin,Vermont,VermontFranklin,24357,24668,40,49025
Grand,Vermont,VermontGrand,3476,3489,47.8,6965
Lamoille,Vermont,VermontLamoille,12591,12677,40.9,25268
Orange,Vermont,VermontOrange,14357,14580,46.1,28937
Orleans,Vermont,VermontOrleans,13525,13386,45.8,26911
Rutland,Vermont,VermontRutland,29079,30194,46.6,59273
Washington,Vermont,VermontWashington,28816,29661,43.7,58477
Windham,Vermont,VermontWindham,20937,22213,47,43150
Windsor,Vermont,VermontWindsor,27052,28375,47.7,55427
Accomack,Virginia,VirginiaAccomack,15861,16881,45.9,32742
Albemarle,Virginia,VirginiaAlbemarle,50856,55499,38.8,106355
Alleghany,Virginia,VirginiaAlleghany,7520,7766,47.4,15286
Amelia,Virginia,VirginiaAmelia,6652,6202,46,12854
Amherst,Virginia,VirginiaAmherst,15358,16524,44.3,31882
Appomattox,Virginia,VirginiaAppomattox,7563,8014,42.9,15577
Arlington,Virginia,VirginiaArlington,115819,115984,34.5,231803
Augusta,Virginia,VirginiaAugusta,37897,36804,44.8,74701
Bath,Virginia,VirginiaBath,2310,2083,47.6,4393
Bedford,Virginia,VirginiaBedford,38306,39602,46.2,77908
Bland,Virginia,VirginiaBland,3542,2905,46.1,6447
Botetourt,Virginia,VirginiaBotetourt,16388,16834,47,33222
Brunswick,Virginia,VirginiaBrunswick,8892,7773,43.2,16665
Buchanan,Virginia,VirginiaBuchanan,11155,10983,46.5,22138
Buckingham,Virginia,VirginiaBuckingham,9422,7582,42.7,17004
Campbell,Virginia,VirginiaCampbell,26736,28434,42.8,55170
Caroline,Virginia,VirginiaCaroline,15138,15046,40,30184
Carroll,Virginia,VirginiaCarroll,14963,14775,47.4,29738
Charles,Virginia,VirginiaCharles,3441,3554,50.3,6995
Charlotte,Virginia,VirginiaCharlotte,5981,6114,45.8,12095
Chesterfield,Virginia,VirginiaChesterfield,163534,175913,38.8,339447
Clarke,Virginia,VirginiaClarke,7333,7032,46.6,14365
Craig,Virginia,VirginiaCraig,2501,2612,48.3,5113
Culpeper,Virginia,VirginiaCulpeper,25249,25201,38.8,50450
Cumberland,Virginia,VirginiaCumberland,4830,4956,45.5,9786
Dickenson,Virginia,VirginiaDickenson,7585,7375,44.3,14960
Dinwiddie,Virginia,VirginiaDinwiddie,14010,14298,43.2,28308
Essex,Virginia,VirginiaEssex,4962,6074,46,11036
Fairfax,Virginia,VirginiaFairfax,566646,576883,37.9,1143529
Fauquier,Virginia,VirginiaFauquier,34283,34832,41.4,69115
Floyd,Virginia,VirginiaFloyd,7824,7842,47,15666
Fluvanna,Virginia,VirginiaFluvanna,12005,14277,43.3,26282
Franklin,Virginia,VirginiaFranklin,27532,28701,46.6,56233
Frederick,Virginia,VirginiaFrederick,42405,42748,40.6,85153
Giles,Virginia,VirginiaGiles,8252,8562,44.5,16814
Gloucester,Virginia,VirginiaGloucester,18328,18833,44.7,37161
Goochland,Virginia,VirginiaGoochland,11129,11353,48.3,22482
Grayson,Virginia,VirginiaGrayson,7995,7816,47.7,15811
Greene,Virginia,VirginiaGreene,9450,9960,40.1,19410
Greensville,Virginia,VirginiaGreensville,7336,4323,39.8,11659
Halifax,Virginia,VirginiaHalifax,16638,18141,46.1,34779
Hanover,Virginia,VirginiaHanover,51222,53227,42.9,104449
Henrico,Virginia,VirginiaHenrico,154247,171395,38.5,325642
Henry,Virginia,VirginiaHenry,24866,26722,47.2,51588
Highland,Virginia,VirginiaHighland,1043,1171,59.3,2214
Isle,Virginia,VirginiaIsle,17744,18628,44.4,36372
James,Virginia,VirginiaJames,35884,38269,46.4,74153
King,Virginia,VirginiaKing,3538,3514,45.7,7052
King,Virginia,VirginiaKing,12996,12894,37.3,25890
King,Virginia,VirginiaKing,8113,8384,41.4,16497
Lancaster,Virginia,VirginiaLancaster,5108,5696,56.7,10804
Lee,Virginia,VirginiaLee,12608,11526,44.4,24134
Loudoun,Virginia,VirginiaLoudoun,190737,194406,36,385143
Louisa,Virginia,VirginiaLouisa,17376,18004,44.7,35380
Lunenburg,Virginia,VirginiaLunenburg,6261,6017,45.5,12278
Madison,Virginia,VirginiaMadison,6350,6789,44.8,13139
Mathews,Virginia,VirginiaMathews,4292,4504,52.9,8796
Mecklenburg,Virginia,VirginiaMecklenburg,14909,15938,48.4,30847
Middlesex,Virginia,VirginiaMiddlesex,5182,5518,53.4,10700
Montgomery,Virginia,VirginiaMontgomery,50738,47259,28.5,97997
Nelson,Virginia,VirginiaNelson,7198,7614,50.1,14812
New,Virginia,VirginiaNew,10603,10500,43.7,21103
Northampton,Virginia,VirginiaNorthampton,5699,6258,48.5,11957
Northumberland,Virginia,VirginiaNorthumberland,5967,6256,57.3,12223
Nottoway,Virginia,VirginiaNottoway,8403,7097,41.7,15500
Orange,Virginia,VirginiaOrange,17418,18194,42.1,35612
Page,Virginia,VirginiaPage,11675,12074,45.1,23749
Patrick,Virginia,VirginiaPatrick,8896,8963,49.6,17859
Pittsylvania,Virginia,VirginiaPittsylvania,30241,31435,46.7,61676
Powhatan,Virginia,VirginiaPowhatan,15249,13325,45.1,28574
Prince,Virginia,VirginiaPrince,11493,11463,30.8,22956
Prince,Virginia,VirginiaPrince,20612,17282,37,37894
Prince,Virginia,VirginiaPrince,227951,228798,34.9,456749
Pulaski,Virginia,VirginiaPulaski,17138,17096,46.3,34234
Rappahannock,Virginia,VirginiaRappahannock,3630,3702,50.1,7332
Richmond,Virginia,VirginiaRichmond,4928,3950,45.8,8878
Roanoke,Virginia,VirginiaRoanoke,44850,48733,43.6,93583
Rockbridge,Virginia,VirginiaRockbridge,11185,11324,48.7,22509
Rockingham,Virginia,VirginiaRockingham,38910,40534,41.6,79444
Russell,Virginia,VirginiaRussell,13371,14037,45.4,27408
Scott,Virginia,VirginiaScott,11089,10920,46.9,22009
Shenandoah,Virginia,VirginiaShenandoah,21044,22001,44.4,43045
Smyth,Virginia,VirginiaSmyth,15301,15758,44.9,31059
Southampton,Virginia,VirginiaSouthampton,9345,8594,46.1,17939
Spotsylvania,Virginia,VirginiaSpotsylvania,64570,66842,38.1,131412
Stafford,Virginia,VirginiaStafford,72540,71472,35.3,144012
Surry,Virginia,VirginiaSurry,3203,3397,49.6,6600
Sussex,Virginia,VirginiaSussex,6831,4655,39.8,11486
Tazewell,Virginia,VirginiaTazewell,20841,21239,44.9,42080
Warren,Virginia,VirginiaWarren,19666,19783,40.7,39449
Washington,Virginia,VirginiaWashington,26851,27555,45.9,54406
Westmoreland,Virginia,VirginiaWestmoreland,8629,9009,47.9,17638
Wise,Virginia,VirginiaWise,20490,18535,40.7,39025
Wythe,Virginia,VirginiaWythe,14112,14828,44.9,28940
York,Virginia,VirginiaYork,33231,34356,39.5,67587
Alexandria,Virginia,VirginiaAlexandria,75346,81159,36.5,156505
Bristol,Virginia,VirginiaBristol,8004,8839,42.2,16843
Buena,Virginia,VirginiaBuena,2845,3554,37.5,6399
Charlottesville,Virginia,VirginiaCharlottesville,22830,24212,31.3,47042
Chesapeake,Virginia,VirginiaChesapeake,116188,121632,36.7,237820
Colonial,Virginia,VirginiaColonial,8053,9540,40.3,17593
Covington,Virginia,VirginiaCovington,2742,2840,42.8,5582
Danville,Virginia,VirginiaDanville,19041,22471,41.1,41512
Emporia,Virginia,VirginiaEmporia,2408,2973,38.4,5381
Fairfax,Virginia,VirginiaFairfax,11801,12064,38.1,23865
Falls,Virginia,VirginiaFalls,7017,7050,38.8,14067
Franklin,Virginia,VirginiaFranklin,3611,4600,38.9,8211
Fredericksburg,Virginia,VirginiaFredericksburg,13064,15405,30.3,28469
Galax,Virginia,VirginiaGalax,3174,3464,45.1,6638
Hampton,Virginia,VirginiaHampton,65275,70308,36.1,135583
Harrisonburg,Virginia,VirginiaHarrisonburg,25580,27811,25.1,53391
Hopewell,Virginia,VirginiaHopewell,10375,12033,36.5,22408
Lexington,Virginia,VirginiaLexington,3910,3200,21.7,7110
Lynchburg,Virginia,VirginiaLynchburg,37515,42616,28.2,80131
Manassas,Virginia,VirginiaManassas,20775,20682,33.7,41457
Manassas,Virginia,VirginiaManassas,8568,7855,35.3,16423
Martinsville,Virginia,VirginiaMartinsville,5867,7234,40.8,13101
Newport,Virginia,VirginiaNewport,87221,92924,33.3,180145
Norfolk,Virginia,VirginiaNorfolk,128293,117299,30.5,245592
Norton,Virginia,VirginiaNorton,1792,2198,37.3,3990
Petersburg,Virginia,VirginiaPetersburg,14651,17176,38.7,31827
Poquoson,Virginia,VirginiaPoquoson,5856,6183,43.2,12039
Portsmouth,Virginia,VirginiaPortsmouth,45919,49392,35.2,95311
Radford,Virginia,VirginiaRadford,8425,9205,22.9,17630
Richmond,Virginia,VirginiaRichmond,106222,117565,33.8,223787
Roanoke,Virginia,VirginiaRoanoke,47775,51846,38.7,99621
Salem,Virginia,VirginiaSalem,11902,13617,41.3,25519
Staunton,Virginia,VirginiaStaunton,11198,13254,42.5,24452
Suffolk,Virginia,VirginiaSuffolk,43085,46075,38.2,89160
Virginia,Virginia,VirginiaVirginia,221285,228850,35.9,450135
Waynesboro,Virginia,VirginiaWaynesboro,10660,11266,39.4,21926
Williamsburg,Virginia,VirginiaWilliamsburg,6727,8061,24.6,14788
Winchester,Virginia,VirginiaWinchester,13573,14216,37.3,27789
Adams,Washington,WashingtonAdams,9844,9608,28.3,19452
Asotin,Washington,WashingtonAsotin,10721,11616,45,22337
Benton,Washington,WashingtonBenton,97139,97029,35.7,194168
Chelan,Washington,WashingtonChelan,37764,37993,40.2,75757
Clallam,Washington,WashingtonClallam,36857,37630,50.5,74487
Clark,Washington,WashingtonClark,230092,235292,38.2,465384
Columbia,Washington,WashingtonColumbia,1930,2071,49.4,4001
Cowlitz,Washington,WashingtonCowlitz,51937,53175,41.5,105112
Douglas,Washington,WashingtonDouglas,20821,20550,37.1,41371
Ferry,Washington,WashingtonFerry,3884,3692,49.6,7576
Franklin,Washington,WashingtonFranklin,47145,43515,30,90660
Garfield,Washington,WashingtonGarfield,1099,1125,45.5,2224
Grant,Washington,WashingtonGrant,48099,46761,32.7,94860
Grays,Washington,WashingtonGrays,36981,34986,43.7,71967
Island,Washington,WashingtonIsland,40781,40855,44.2,81636
Jefferson,Washington,WashingtonJefferson,15354,15502,57.9,30856
King,Washington,WashingtonKing,1082940,1080317,37.1,2163257
Kitsap,Washington,WashingtonKitsap,134094,128381,39,262475
Kittitas,Washington,WashingtonKittitas,22555,22270,33.1,44825
Klickitat,Washington,WashingtonKlickitat,10751,10645,46.6,21396
Lewis,Washington,WashingtonLewis,38509,38438,43.1,76947
Lincoln,Washington,WashingtonLincoln,5311,5124,48.4,10435
Mason,Washington,WashingtonMason,32413,30214,45.6,62627
Okanogan,Washington,WashingtonOkanogan,21061,20577,42.9,41638
Pacific,Washington,WashingtonPacific,10640,10641,53.1,21281
Pend,Washington,WashingtonPend,6694,6525,50.6,13219
Pierce,Washington,WashingtonPierce,427571,432269,36.1,859840
SanJuan,Washington,WashingtonSanJuan,7956,8517,56.1,16473
Skagit,Washington,WashingtonSkagit,61376,62531,41.5,123907
Skamania,Washington,WashingtonSkamania,5861,5759,46.3,11620
Snohomish,Washington,WashingtonSnohomish,394526,392094,37.8,786620
Spokane,Washington,WashingtonSpokane,246906,250969,37.5,497875
Stevens,Washington,WashingtonStevens,21944,22270,46.6,44214
Thurston,Washington,WashingtonThurston,134402,140282,39,274684
Wahkiakum,Washington,WashingtonWahkiakum,2000,2189,54.3,4189
Walla,Washington,WashingtonWalla,30830,29406,37.1,60236
Whatcom,Washington,WashingtonWhatcom,107228,109584,37,216812
Whitman,Washington,WashingtonWhitman,24749,23844,24.6,48593
Yakima,Washington,WashingtonYakima,124900,124425,32.8,249325
Barbour,West Virginia,West VirginiaBarbour,8143,8587,41.7,16730
Berkeley,West Virginia,West VirginiaBerkeley,56013,57482,38.8,113495
Boone,West Virginia,West VirginiaBoone,11350,11467,42.7,22817
Braxton,West Virginia,West VirginiaBraxton,7125,7157,45.2,14282
Brooke,West Virginia,West VirginiaBrooke,11171,11601,46.2,22772
Cabell,West Virginia,West VirginiaCabell,46739,48579,38.5,95318
Calhoun,West Virginia,West VirginiaCalhoun,3642,3754,47.6,7396
Clay,West Virginia,West VirginiaClay,4388,4397,43.9,8785
Doddridge,West Virginia,West VirginiaDoddridge,4692,3844,45.1,8536
Fayette,West Virginia,West VirginiaFayette,22099,22027,43.8,44126
Gilmer,West Virginia,West VirginiaGilmer,4733,3472,39.7,8205
Grant,West Virginia,West VirginiaGrant,5813,5828,46.2,11641
Greenbrier,West Virginia,West VirginiaGreenbrier,17203,18144,45.4,35347
Hampshire,West Virginia,West VirginiaHampshire,11980,11383,46.5,23363
Hancock,West Virginia,West VirginiaHancock,14376,15304,46.4,29680
Hardy,West Virginia,West VirginiaHardy,7112,6730,45.4,13842
Harrison,West Virginia,West VirginiaHarrison,33301,34908,42.3,68209
Jackson,West Virginia,West VirginiaJackson,14417,14601,43.4,29018
Jefferson,West Virginia,West VirginiaJefferson,27743,28436,40.7,56179
Kanawha,West Virginia,West VirginiaKanawha,89483,96227,43.3,185710
Lewis,West Virginia,West VirginiaLewis,8202,8074,42.9,16276
Lincoln,West Virginia,West VirginiaLincoln,10539,10539,43,21078
Logan,West Virginia,West VirginiaLogan,16672,17129,43.3,33801
McDowell,West Virginia,West VirginiaMcDowell,9837,9380,44.6,19217
Marion,West Virginia,West VirginiaMarion,27819,28678,41.2,56497
Marshall,West Virginia,West VirginiaMarshall,15730,15915,45.2,31645
Mason,West Virginia,West VirginiaMason,13026,13913,44.1,26939
Mercer,West Virginia,West VirginiaMercer,28728,31758,42.7,60486
Mineral,West Virginia,West VirginiaMineral,13649,13629,43.9,27278
Mingo,West Virginia,West VirginiaMingo,12024,12717,42.7,24741
Monongalia,West Virginia,West VirginiaMonongalia,54501,50751,31.2,105252
Monroe,West Virginia,West VirginiaMonroe,6683,6784,46.7,13467
Morgan,West Virginia,West VirginiaMorgan,8763,8861,47.6,17624
Nicholas,West Virginia,West VirginiaNicholas,12420,12904,45,25324
Ohio,West Virginia,West VirginiaOhio,20465,22082,43.5,42547
Pendleton,West Virginia,West VirginiaPendleton,3622,3434,50.5,7056
Pleasants,West Virginia,West VirginiaPleasants,4064,3443,43.4,7507
Pocahontas,West Virginia,West VirginiaPocahontas,4377,4154,48.7,8531
Preston,West Virginia,West VirginiaPreston,17408,16429,42.4,33837
Putnam,West Virginia,West VirginiaPutnam,27862,28790,41.8,56652
Raleigh,West Virginia,West VirginiaRaleigh,38188,38044,42.4,76232
Randolph,West Virginia,West VirginiaRandolph,14861,14204,43.5,29065
Ritchie,West Virginia,West VirginiaRitchie,4965,4967,46,9932
Roane,West Virginia,West VirginiaRoane,7034,7171,45.1,14205
Summers,West Virginia,West VirginiaSummers,5994,7024,48.2,13018
Taylor,West Virginia,West VirginiaTaylor,8580,8371,43.2,16951
Tucker,West Virginia,West VirginiaTucker,3540,3487,48.7,7027
